year,state_code,state_name,crop_name,policies_earning_premium,total_premium,producer_paid_premium,total_liability,indemnities,loss_ratio,ecoregion
2000,13,Georgia,Soybeans,139,65018602.580897704,40311533.600156575,544327918.3355583,104948051.91827892,1.6141234623998575,NorthEast
2000,13,Georgia,Wheat,4490,58938549.573523186,36541900.73558438,831419384.8827746,244399365.49843216,4.1466810307836806,NorthEast
2000,13,Georgia,Cotton,3693,33724370.51373985,20909109.718518704,289672508.00251967,31254684.8924735,0.9267685183253411,NorthEast
2000,13,Georgia,Rice,1012,68180911.11796765,42272164.89313994,957943005.2446868,319230134.7260305,4.682104264838786,NorthEast
2000,13,Georgia,Other,2321,11936481.228530433,7400618.361688868,136789228.47232097,25275366.151870348,2.1174888702926515,NorthEast
2000,15,Hawaii,Corn,2758,63525009.59664272,39385505.949918486,629800383.8743927,164461590.87417674,2.5889266592549793,NorthEast
2000,15,Hawaii,Soybeans,2834,75911273.08768487,47064989.31436462,926562343.4277885,113317799.30636367,1.4927664192309178,NorthEast
2000,15,Hawaii,Wheat,4252,33912897.848402604,21025996.666009616,420198502.31161165,21483249.374571923,0.6334831505879067,NorthEast
2000,15,Hawaii,Cotton,5495,33366497.26357126,20687228.30341418,376048552.83339715,145299592.5626337,4.354655252388998,NorthEast
2000,15,Hawaii,Rice,9207,29363165.02630907,18205162.316311624,290174700.42747813,35553769.87225484,1.2108289361994546,NorthEast
2000,15,Hawaii,Other,5660,20917054.643299244,12968573.878845531,294078161.72468495,44990597.220946394,2.150904990601011,NorthEast
2000,16,Idaho,Corn,4791,78544300.04256935,48697466.026393,1036121977.1416832,219379840.83965716,2.793071435110605,EastHghlnds
2000,16,Idaho,Soybeans,9804,80526476.00517838,49926415.123210594,840666257.2359222,264643871.9682012,3.2864206295477634,EastHghlnds
2000,16,Idaho,Wheat,2694,7108321.215329195,4407159.153504102,87580866.86769705,25868296.161939994,3.63915689490152,EastHghlnds
2000,16,Idaho,Cotton,354,15250898.56264779,9455557.10884163,186449338.74878976,47745347.49042664,3.130657993317432,EastHghlnds
2000,16,Idaho,Rice,354,64501913.48299427,39991186.35945645,857591209.4482074,78638640.19498906,1.219167555637274,EastHghlnds
2000,16,Idaho,Other,6989,45633299.53828026,28292645.713733763,375643561.51963013,41057172.46676431,0.8997195662418144,EastHghlnds
2000,17,Illinois,Corn,9887,83405319.30282672,51711297.96775256,1087762623.4996262,380073056.2542899,4.556940245913173,
2000,17,Illinois,Soybeans,9063,12971842.67122664,8042542.4561605165,132018609.45906354,11114315.410110176,0.8568031305809221,
2000,17,Illinois,Wheat,9610,23421053.773220867,14521053.339396937,230003756.19889623,20586552.351032823,0.878976349670955,
2000,17,Illinois,Cotton,1096,93317952.91113484,57857130.8049036,1227108261.933422,356111951.2693753,3.816114050513891,
2000,17,Illinois,Rice,3510,30170457.04760337,18705683.36951409,440912619.22610706,45444422.567604914,1.5062556889974212,
2000,17,Illinois,Other,4176,14475031.433158003,8974519.48855796,128345392.00718759,22783115.524914067,1.573959658058131,
2000,18,Indiana,Corn,9566,92671854.28238246,57456549.65507712,1353110112.6180463,76822983.91500178,0.8289785988409465,
2000,18,Indiana,Soybeans,3050,45194478.37031478,28020576.58959516,548204401.0746071,188028016.17618403,4.160420099011189,
2000,18,Indiana,Wheat,4093,9824654.597621264,6091285.850525184,139477708.30435172,21226587.210556634,2.160542846533861,
2000,18,Indiana,Cotton,7139,99967430.26554929,61979806.764640555,1307725636.7739782,130127703.02675693,1.3017009908236228,
2000,18,Indiana,Rice,2779,99152379.79835053,61474475.47497733,1377170884.740042,147672034.73260275,1.4893443307455478,
2000,18,Indiana,Other,3020,50100923.88538681,31062572.808939822,424715878.99879587,93022268.51435679,1.8566976674354116,
2000,19,Iowa,Corn,7340,11668621.360622121,7234545.243585715,136123700.13983378,32801910.636711475,2.8111213504114096,
2000,19,Iowa,Soybeans,2172,88169407.80904795,54665032.84160973,890000000.9542016,263234761.4453345,2.9855566458542246,
2000,19,Iowa,Wheat,1323,88939026.98350556,55142196.72977345,1130270929.656972,64948796.78336959,0.7302620568967418,
2000,19,Iowa,Cotton,6619,17123622.15890058,10616645.738518361,243575012.5073336,24836535.121793117,1.4504253183888134,
2000,19,Iowa,Rice,5875,87116595.21761358,54012289.03492042,912120763.4624003,156710631.27867827,1.7988608357250617,
2000,19,Iowa,Other,8047,88715076.5188623,55003347.44169463,1028681425.16413,259644906.35198888,2.926728088847266,
2000,20,Kansas,Corn,9156,15736014.324916916,9756328.881448489,194352862.54909766,24672810.094169546,1.567919905557141,SECstPlain
2000,20,Kansas,Soybeans,3755,16712665.889251767,10361852.851336095,195761643.76871872,78169935.7452737,4.677287050628246,SECstPlain
2000,20,Kansas,Wheat,5997,86353734.61052543,53539315.45852577,785551088.9070975,78013499.45778239,0.9034177827935369,SECstPlain
2000,20,Kansas,Cotton,970,18938362.172962468,11741784.54723673,228975078.07360864,18886699.89016221,0.9972720828586744,SECstPlain
2000,20,Kansas,Rice,6200,67013502.00477932,41548371.24296317,637948734.670939,157254008.30217248,2.346601857801094,SECstPlain
2000,20,Kansas,Other,7289,32653911.96089926,20245425.41575754,479114428.94816893,46989088.58223953,1.4390033463220464,SECstPlain
2000,21,Kentucky,Corn,9432,80089161.44522701,49655280.09604075,889744039.5570141,258782906.5454576,3.231185117632169,SEPlains
2000,21,Kentucky,Soybeans,5731,48991475.520194136,30374714.822520364,681310324.6955974,36044132.18655875,0.735722527313991,SEPlains
2000,21,Kentucky,Wheat,7664,66553890.91664387,41263412.3683192,897823364.1885227,75339086.59152177,1.1320012331943299,SEPlains
2000,21,Kentucky,Cotton,1899,81245091.37330355,50371956.6514482,787788412.1643511,122387677.27449861,1.506400881650238,SEPlains
2000,21,Kentucky,Rice,3092,29112911.53755743,18050005.153285608,364667767.87129146,104899156.13541605,3.60318328175764,SEPlains
2000,21,Kentucky,Other,4575,37744923.96762038,23401852.859924637,421422706.68507105,50843632.55988478,1.347032321577894,SEPlains
2000,22,Louisiana,Corn,5089,88368253.49484922,54788317.16680652,1024404829.4045494,142759538.88903007,1.6155070768412458,SEPlains
2000,22,Louisiana,Soybeans,8124,6272111.775069078,3888709.3005428286,53646441.15380085,11244241.141063157,1.7927360902204774,SEPlains
2000,22,Louisiana,Wheat,8303,44638466.97950629,27675849.527293902,598935523.3240205,93172128.1370134,2.0872609307974024,SEPlains
2000,22,Louisiana,Cotton,8439,83524378.8217559,51785114.86948866,1227750766.0618584,219540932.1202811,2.628465308180137,SEPlains
2000,22,Louisiana,Rice,6210,32047069.83509289,19869183.297757592,441487279.0654989,40858873.06293498,1.2749643968445687,SEPlains
2000,22,Louisiana,Other,3253,97257724.60518366,60299789.25521387,1359657053.5869575,75653328.57812704,0.7778644717963601,SEPlains
2000,23,Maine,Corn,5051,60833149.73229037,37716552.83402003,673764580.8499874,192119505.52277276,3.1581383894839705,EastHghlnds
2000,23,Maine,Soybeans,9176,14992781.034910385,9295524.241644438,169047641.41452047,9759353.889394013,0.65093686532669,EastHghlnds
2000,23,Maine,Wheat,7705,52914346.88495004,32806895.068669025,625159020.8733598,131115002.26786369,2.4778724483350953,EastHghlnds
2000,23,Maine,Cotton,5863,42847364.73897387,26565366.1381638,620055351.8007388,47970547.410871595,1.1195682092261252,EastHghlnds
2000,23,Maine,Rice,8533,62655486.0506796,38846401.351421356,913604871.982463,61380004.77120705,0.9796429433419307,EastHghlnds
2000,23,Maine,Other,6870,56921303.24292887,35291208.0106159,536439478.8835874,87016684.81343521,1.5287191237007558,EastHghlnds
2000,24,Maryland,Corn,7916,75958185.57002965,47094075.05341838,1000462800.2968874,258409812.48933363,3.40200085810492,EastHghlnds
2000,24,Maryland,Soybeans,283,21296876.28703459,13204063.297961446,186186665.7108549,56700179.418834835,2.662370699563746,EastHghlnds
2000,24,Maryland,Wheat,1632,45381286.623550154,28136397.706601094,369119978.1337125,115685677.52755032,2.5491934260743596,EastHghlnds
2000,24,Maryland,Cotton,4547,15116423.37006315,9372182.489439154,226663192.44489306,43273807.038019046,2.8627014458803335,EastHghlnds
2000,24,Maryland,Rice,5403,2816398.4142993456,1746167.0168655943,37890285.8631832,8431622.101341886,2.9937604205900246,EastHghlnds
2000,24,Maryland,Other,2245,26541568.169741165,16455772.265239522,230083415.48631084,88885459.18807542,3.3489151288886423,EastHghlnds
2000,25,Massachusetts,Corn,6818,50475068.04687767,31294542.189064153,524426827.0432355,45595447.46109735,0.9033261216953988,
2000,25,Massachusetts,Soybeans,5431,39435319.065284275,24449897.82047625,386591335.8355416,108275981.34255865,2.745660081088991,
2000,25,Massachusetts,Wheat,9522,13514446.142759934,8378956.608511159,191558882.1479049,35071993.068149954,2.5951483840082488,
2000,25,Massachusetts,Cotton,9528,80304750.57260749,49788945.35501664,665889064.3920922,212625207.07143453,2.647728877249791,
2000,25,Massachusetts,Rice,4853,9525714.449496036,5905942.958687543,98739692.10805202,30275035.198874045,3.178242992626738,
2000,25,Massachusetts,Other,5805,8477900.211596973,5256298.131190123,79564086.90825684,11699251.521172851,1.3799704206437073,
2000,26,Michigan,Corn,2405,76894295.55004956,47674463.24103072,1132523773.9513216,438291496.6142075,5.699922126589077,
2000,26,Michigan,Soybeans,9751,98767498.92952932,61235849.33630818,927129290.019237,342203711.7363511,3.464740075887855,
2000,26,Michigan,Wheat,9343,78539717.37910035,48694624.77504222,794612720.0703975,150225784.09578866,1.912736499555627,
2000,26,Michigan,Cotton,1016,54460950.6094065,33765789.37783203,766738258.9973412,261687769.44888166,4.805053281675236,
2000,26,Michigan,Rice,5844,56627495.03103814,35109046.91924365,597193699.1748977,175021096.97194397,3.090744114250737,
2000,26,Michigan,Other,6707,8881598.524963211,5506591.085477191,72176032.96651123,7003754.373764424,0.7885691245871119,
2000,27,Minnesota,Corn,877,27137025.06192841,16824955.538395613,294208050.2334423,69365170.11334874,2.5561081199966846,
2000,27,Minnesota,Soybeans,1372,53850171.669878356,33387106.43532458,472252624.5865403,162747500.58166307,3.0222280734658744,
2000,27,Minnesota,Wheat,5079,34868313.869532056,21618354.599109873,291520178.5552696,114456964.97342496,3.2825494631513426,
2000,27,Minnesota,Cotton,3458,89251548.24552755,55335959.91222708,1004808741.4168432,235700526.8697854,2.6408564501467513,
2000,27,Minnesota,Rice,5122,61518272.68365881,38141329.06386846,715482527.0734231,182738499.99513322,2.9704751454062577,
2000,27,Minnesota,Other,4994,97437414.03590852,60411196.70226328,1047982698.4830911,239364545.17393646,2.4565978843170413,
2000,28,Mississippi,Corn,7782,68502522.545559,42471563.978246585,881536393.5485015,121788180.85932212,1.7778641768750105,
2000,28,Mississippi,Soybeans,3236,60137603.820722654,37285314.36884805,622003875.039643,129688629.16228165,2.1565313701041178,
2000,28,Mississippi,Wheat,592,47811360.13115888,29643043.281318504,520136578.6013227,41720891.206901066,0.8726146064962367,
2000,28,Mississippi,Cotton,867,28760497.87331174,17831508.68145328,415365065.951952,88110078.67580383,3.0635797427403175,
2000,28,Mississippi,Rice,137,28281005.89919927,17534223.657503545,268509560.57164985,66306438.43178059,2.3445572858374866,
2000,28,Mississippi,Other,376,47526144.31583188,29466209.475815766,559062769.8722423,104507542.795336,2.198948479826976,
2000,29,Missouri,Corn,4442,70513461.88140352,43718346.36647018,773586653.5109614,78141160.85261518,1.1081736560323854,
2000,29,Missouri,Soybeans,9797,45556215.76773091,28244853.77599316,540424668.0704231,188287736.1735782,4.133085529613922,
2000,29,Missouri,Wheat,6483,45710449.62681387,28340478.7686246,517944443.54519004,46448185.4484321,1.0161393254199247,
2000,29,Missouri,Cotton,7403,16119855.713496886,9994310.54236807,203823898.71463498,29356527.48036524,1.821140834144409,
2000,29,Missouri,Rice,4272,49324549.33685355,30581220.5888492,420813672.8371105,104868493.51981671,2.1260912655001736,
2000,29,Missouri,Other,5731,59409659.082366474,36833988.63106722,613819133.8437865,118564112.4361565,1.995704305789356,
2000,30,Montana,Corn,4713,40147763.615288265,24891613.441478726,529261737.07119435,70379601.07049264,1.75301423374158,EastHghlnds
2000,30,Montana,Soybeans,6241,23366293.999202568,14487102.279505592,304288372.84682345,47332009.37141881,2.0256532496353135,EastHghlnds
2000,30,Montana,Wheat,2110,70556234.42059952,43744865.340771705,628190305.7777817,165740591.50925484,2.3490566477973123,EastHghlnds
2000,30,Montana,Cotton,4041,38021478.24561067,23573316.512278616,548733150.9562706,216399301.35047266,5.691501523233241,EastHghlnds
2000,30,Montana,Rice,6469,58960864.43259883,36555735.948211275,694038154.3977901,79347490.84366724,1.3457653921335127,EastHghlnds
2000,30,Montana,Other,7745,58871560.48189709,36500367.4987762,726287629.6960671,81852644.69991764,1.3903596920127028,EastHghlnds
2000,31,Nebraska,Corn,6175,21404998.678033367,13271099.180380687,259403584.5691356,82419264.04326037,3.850468074442919,CntlPlains
2000,31,Nebraska,Soybeans,9897,83521248.2984188,51783173.94501966,1241526110.5707977,259960109.88608408,3.1125026886242737,CntlPlains
2000,31,Nebraska,Wheat,7021,56683539.55254731,35143794.522579335,713738282.9449908,109316530.45729904,1.9285410071465172,CntlPlains
2000,31,Nebraska,Cotton,5542,14491181.820180248,8984532.728511754,198154406.7707428,25816208.485513106,1.7815115982853627,CntlPlains
2000,31,Nebraska,Rice,7251,10153578.316833494,6295218.556436766,89905826.24295506,12334491.734307563,1.2147925932533912,CntlPlains
2000,31,Nebraska,Other,1664,8078976.516561151,5008965.440267913,65091563.36706907,5063359.343197094,0.6267327715110544,CntlPlains
2000,32,Nevada,Corn,4466,85216132.47400077,52834002.13388047,1135050845.0280285,246546939.17606825,2.893195595931194,NorthEast
2000,32,Nevada,Soybeans,5900,60080302.27951279,37249787.41329793,574093327.99486,107742205.90693474,1.7933033260332731,NorthEast
2000,32,Nevada,Wheat,1531,64107035.65666095,39746362.10712979,892294169.679023,181894095.3188014,2.837349964097146,NorthEast
2000,32,Nevada,Cotton,8291,32318114.000331305,20037230.68020541,354480700.6269951,114076105.42292121,3.5297884468676535,NorthEast
2000,32,Nevada,Rice,205,13221676.295337781,8197439.303109424,182683266.38205138,38123744.41474238,2.883427453762845,NorthEast
2000,32,Nevada,Other,2014,33236991.804760303,20606934.91895139,435105391.83848447,136689232.92890328,4.112563306927381,NorthEast
2000,33,New Hampshire,Corn,1511,77355234.98668297,47960245.69174344,1057011018.1994381,271049391.7570531,3.503956672146564,SEPlains
2000,33,New Hampshire,Soybeans,4307,28942068.06713465,17944082.20162348,336269855.61456347,74400856.95531058,2.570682122049079,SEPlains
2000,33,New Hampshire,Wheat,2443,49362930.02624736,30605016.616273362,507662604.45412236,42156289.45834852,0.8540070339409166,SEPlains
2000,33,New Hampshire,Cotton,5358,88331065.95341896,54765260.89111975,836203202.194301,70842291.99360545,0.802008797572576,SEPlains
2000,33,New Hampshire,Rice,8229,86154779.24806795,53415963.13380212,1210067273.9294813,131271383.97752811,1.523669204694433,SEPlains
2000,33,New Hampshire,Other,4583,56631738.486350924,35111677.861537576,717017623.20336,80412511.2566957,1.4199195257987054,SEPlains
2000,34,New Jersey,Corn,7065,55107329.314639695,34166544.17507661,548163329.6968342,203997158.87568352,3.7018153739758546,SEPlains
2000,34,New Jersey,Soybeans,3849,87596953.33110408,54310111.065284535,1060251788.255419,343886428.92009383,3.9257807017585624,SEPlains
2000,34,New Jersey,Wheat,7307,7806612.939168834,4840100.022284677,92535052.20732212,29152710.584059108,3.734360959256548,SEPlains
2000,34,New Jersey,Cotton,2694,32317239.54363831,20036688.517055754,304592028.847585,86525855.37424618,2.6773900430885935,SEPlains
2000,34,New Jersey,Rice,6752,60562236.34443703,37548586.53355096,792662132.4700805,82827136.02669547,1.3676366829591753,SEPlains
2000,34,New Jersey,Other,8731,28758224.041515406,17830098.905739553,347515463.676208,130266825.7689767,4.529724282727729,SEPlains
2000,35,New Mexico,Corn,9010,82635935.79370607,51234280.19209777,946621128.0764596,364227442.6323506,4.407615635183402,EastHghlnds
2000,35,New Mexico,Soybeans,9563,1706521.2224396379,1058043.1579125754,20482379.835930165,5529807.860314048,3.2403979438407746,EastHghlnds
2000,35,New Mexico,Wheat,8409,19955004.628641725,12372102.869757868,292305610.06155246,107040900.3854133,5.364113032165167,EastHghlnds
2000,35,New Mexico,Cotton,116,32690334.402221713,20268007.32937746,290418439.0623326,26724899.335535645,0.8175168539640071,EastHghlnds
2000,35,New Mexico,Rice,7557,57069990.82243478,35383394.30990957,589873305.896096,143281871.09715337,2.5106342060392945,EastHghlnds
2000,35,New Mexico,Other,2353,92423822.20176013,57302769.76509128,1114997028.8520424,318148694.3228697,3.442280212436517,EastHghlnds
2000,36,New York,Corn,8700,54000936.04086961,33480580.345339157,720260593.9694151,184007371.1575389,3.4074848446752166,SEPlains
2000,36,New York,Soybeans,2230,86501069.65495835,53630663.186074175,843982061.7201254,113185934.26933388,1.308491729880544,SEPlains
2000,36,New York,Wheat,7825,46553594.399184436,28863228.52749435,616630252.736586,236059648.21110213,5.070707240926549,SEPlains
2000,36,New York,Cotton,3904,30361712.048147146,18824261.46985123,408180443.8948783,52695549.23103454,1.735592154601517,SEPlains
2000,36,New York,Rice,6477,17998549.308164638,11159100.571062075,189700290.32372996,60134320.98568123,3.341064880068009,SEPlains
2000,36,New York,Other,853,54969013.15335055,34080788.15507734,520287461.9514213,78603225.80981383,1.4299551929471503,SEPlains
2000,37,North Carolina,Corn,1008,48711739.648579895,30201278.582119536,534945367.81784326,48413423.46788801,0.9938758873560251,
2000,37,North Carolina,Soybeans,5215,40947035.3745665,25387161.932231233,460997908.0112168,42470023.232404485,1.037194093391776,
2000,37,North Carolina,Wheat,4822,94540047.0845535,58614829.192423165,1390271232.3109365,394058024.62411296,4.168159809267712,
2000,37,North Carolina,Cotton,2833,94755589.321272,58748465.37918864,990478757.3204991,92351701.60417257,0.9746306499245235,
2000,37,North Carolina,Rice,2786,26253289.889248244,16277039.731333911,251903382.413743,32570826.863182716,1.2406379162606114,
2000,37,North Carolina,Other,1042,60102788.926681735,37263729.134542674,777704363.9261137,65155030.64529399,1.0840600213207308,
2000,38,North Dakota,Corn,7881,91234616.05142552,56565461.95188382,1256642814.4996943,133101100.94479242,1.4588881578650843,WestMnts
2000,38,North Dakota,Soybeans,8909,32934835.198503144,20419597.82307195,405185433.13678986,84106267.76406999,2.55371758374223,WestMnts
2000,38,North Dakota,Wheat,3945,52682539.54494563,32663174.517866287,627283507.8070763,223935682.3863202,4.2506622558555955,WestMnts
2000,38,North Dakota,Cotton,3815,37721775.94264867,23387501.084442176,487313045.1991248,71117973.13594934,1.8853293981724373,WestMnts
2000,38,North Dakota,Rice,1259,97741060.09431416,60599457.258474775,1274712092.0942292,494046264.30841666,5.054644013802307,WestMnts
2000,38,North Dakota,Other,7906,51518184.59876983,31941274.451237295,758217649.7655699,83374697.87638277,1.6183547329106318,WestMnts
2000,39,Ohio,Corn,6229,30733753.47426951,19054927.154047094,337862252.3646412,65949692.68403846,2.145839190753318,WestPlains
2000,39,Ohio,Soybeans,7776,66652398.169871084,41324486.86532007,701034572.5293111,207325343.16217956,3.1105458896435767,WestPlains
2000,39,Ohio,Wheat,5421,98896972.51874582,61316122.96162241,877447769.0894055,112988122.392445,1.1424831267815423,WestPlains
2000,39,Ohio,Cotton,2698,57644072.71944546,35739325.08605619,698088374.9280035,126475617.75123098,2.1940784504729507,WestPlains
2000,39,Ohio,Rice,3947,38436179.7388098,23830431.438062076,418021224.82595336,26408219.40656021,0.6870667060570352,WestPlains
2000,39,Ohio,Other,8626,71168896.5259352,44124715.84607983,923979411.2198563,82869478.86762688,1.1644058417770715,WestPlains
2000,40,Oklahoma,Corn,195,74003739.26320295,45882318.34318583,714853771.4583681,145179624.1770753,1.961787682926764,WestMnts
2000,40,Oklahoma,Soybeans,7574,5558430.215623785,3446226.7336867466,70138475.81493314,9915175.692518553,1.7838086128433728,WestMnts
2000,40,Oklahoma,Wheat,6929,84732903.88325123,52534400.407615766,835075843.5519117,248609738.25527212,2.9340401055747796,WestMnts
2000,40,Oklahoma,Cotton,6808,47984365.87024169,29750306.839549847,575199323.1090417,46227388.01563276,0.9633843685803808,WestMnts
2000,40,Oklahoma,Rice,4974,28230816.592929263,17503106.28761614,256920654.01743913,85513997.91958153,3.029101111478281,WestMnts
