year,state_name,ecoregion,commodity,acres_planted,acres_harvested,yield_per_acre,total_production,price_per_unit,total_value,production_unit
2000,Mississippi,SEPlains,COTTON,1814793,1746793.426647153,988.4827724589268,1881049793.3669126,0.6005446837401969,1129654453.257095,POUNDS
2000,Mississippi,SEPlains,RICE,1218860,1128084.6322702852,6312.919251510748,6625932615.731015,14.753741083234422,97757294247.4536,BUSHELS
2000,Alabama,SEPlains,CORN,1586772,1538107.721206817,146.25905396100273,212543521.59205136,5.095920797855786,1083104952.130445,BUSHELS
2000,Alabama,SEPlains,COTTON,520640,454012.7135361413,981.9932475729807,478307082.26181686,0.6770122004896504,323819730.27185684,POUNDS
2000,Alabama,SEPlains,RICE,1374875,1276856.839069424,6962.732660076186,9402698609.651083,13.734652031498214,129142793560.60968,BUSHELS
2000,California,WestXeric,WHEAT,439232,395872.7724290095,49.555660263228646,25355607.251841176,7.3609867993882645,186642290.27127624,BUSHELS
2000,California,WestXeric,COTTON,1326151,1164003.564324714,1293.706377363526,1292787346.0069504,0.7175028652335066,927578624.8976076,POUNDS
2000,California,WestXeric,RICE,1643647,1404468.1492885563,8966.727995687554,10388534650.30271,16.49273778855372,171335377994.7472,BUSHELS
2000,Nevada,WestXeric,WHEAT,94571,84703.56616139987,55.996343207125385,3428393.4172228505,6.022469821245309,20647395.890580695,BUSHELS
2000,Nevada,WestXeric,COTTON,812939,767264.0594026803,1391.9267447806349,1047615351.5358257,0.5871423650958346,615099355.2114489,POUNDS
2000,Nevada,WestXeric,RICE,245689,217920.7225942338,7441.610709965614,1611311195.7854085,11.487439168865624,18509839343.697006,BUSHELS
2000,Arizona,WestXeric,WHEAT,1680920,1436879.8362934482,67.06277169062953,105126299.5715448,6.052862590868164,636315045.9930035,BUSHELS
2000,Arizona,WestXeric,COTTON,507910,461097.0925002186,1209.9702509207232,467021292.96194094,0.5615645291843562,262262592.50124165,POUNDS
2000,Arizona,WestXeric,RICE,938647,903120.9897599876,7798.230805150844,7471536508.778821,14.799409138462206,110574325686.37529,BUSHELS
2000,New Mexico,WestXeric,WHEAT,594211,530483.7634572749,49.528798331571664,21959210.523080487,5.533948551428203,121521141.26470822,BUSHELS
2000,New Mexico,WestXeric,COTTON,776510,750733.2985309777,1153.8185988123043,875119852.7537416,0.6045275359312546,529034048.2297418,POUNDS
2000,New Mexico,WestXeric,RICE,1835886,1771534.104347144,7015.723816476203,12465414361.41645,13.300046607510858,165790591988.774,BUSHELS
2000,Utah,WestXeric,WHEAT,843470,763597.2700220346,64.55787993261168,62342279.65969826,7.562554102696351,471466862.8118944,BUSHELS
2000,Utah,WestXeric,COTTON,1930042,1883697.8982006335,1253.6852111408714,1827302182.3484766,0.6327409403199593,1156208901.107889,POUNDS
2000,Utah,WestXeric,RICE,835421,756668.1680499156,7601.731553569277,5425547517.74046,12.78928706385578,69388884682.9729,BUSHELS
2000,Montana,WestMnts,WHEAT,1612984,1396753.1920282452,46.41368571766209,50269194.881567605,5.508251651532069,276895375.72758216,BUSHELS
2000,Montana,WestMnts,BARLEY,928457,831675.0218883157,76.46177951222374,65103159.924008764,6.592258267100283,429176844.2233986,BUSHELS
2000,Montana,WestMnts,POTATOES,54919,47942.06253772959,346.3475742085344,13368580.484499343,9.929824393832275,132747656.60589167,BUSHELS
2000,Idaho,WestMnts,WHEAT,1489620,1421329.4228089324,36.656761339123776,50284126.73203585,7.791398125138085,391783650.74419,BUSHELS
2000,Idaho,WestMnts,BARLEY,70436,59894.58794552214,72.61056678487314,4636090.010437247,5.6045201276281675,25983059.776991434,BUSHELS
2000,Idaho,WestMnts,POTATOES,105432,94133.49231018481,336.75932667719024,30016386.59689941,9.214172226204333,276576155.71216255,BUSHELS
2000,Colorado,WestMnts,WHEAT,1388012,1214134.388639137,50.37834615194424,76417904.92031564,7.020212821417821,536469955.9074878,BUSHELS
2000,Colorado,WestMnts,BARLEY,1316021,1178947.7748829182,72.97282747289047,111215409.68483754,4.477164281408518,497929659.78316957,BUSHELS
2000,Colorado,WestMnts,POTATOES,798109,711489.7374596619,444.93417338885916,400412190.4730563,7.095267893043676,2841031759.0467653,BUSHELS
2000,Washington,WestMnts,WHEAT,867991,751069.6601632506,49.13101764769486,34863404.883108,7.344624387101559,256058613.72187057,BUSHELS
2000,Washington,WestMnts,BARLEY,389423,375908.0028086172,64.00294650926334,19203251.463768274,5.2053042044163895,99958765.58281818,BUSHELS
2000,Washington,WestMnts,POTATOES,577442,555371.1832571275,362.4483036282144,156921185.44960245,8.737418040064084,1371085996.615598,BUSHELS
2000,Oregon,WestMnts,WHEAT,419988,378262.3670549913,44.45482072813645,12107718.336654706,5.4712398980206425,66244231.63750136,BUSHELS
2000,Oregon,WestMnts,BARLEY,510832,459890.6703171125,58.14337348380143,23187355.78278149,6.392139742246392,148216818.41672423,BUSHELS
2000,Oregon,WestMnts,POTATOES,1792840,1687574.2531870205,490.33283424952504,652271539.3269697,7.1055623481923105,4634756090.639156,BUSHELS
2000,Wyoming,WestMnts,WHEAT,1796643,1703349.0125570593,35.825341158436586,48147429.082775906,7.629267673341168,367329624.25570863,BUSHELS
2000,Wyoming,WestMnts,BARLEY,198968,189080.06457389728,62.948560295368424,15161498.753460512,5.704275622260796,86485367.73630224,BUSHELS
2000,Wyoming,WestMnts,POTATOES,874874,840079.3013355151,394.90172841819725,255217811.07855222,8.437084408630119,2153294214.65556,BUSHELS
2000,North Dakota,WestPlains,CORN,1958812,1808012.1255857565,89.63229203282643,203173439.67020285,4.883940536366195,992286997.9182552,BUSHELS
2000,North Dakota,WestPlains,WHEAT,387654,337696.99542817246,32.338435989794334,13272325.049447821,6.106050948493012,81041492.95688844,BUSHELS
2000,North Dakota,WestPlains,SORGHUM,930379,814833.9305111802,61.46409596262138,39563402.58443774,4.0198110447680016,159037402.67752573,BUSHELS
2000,South Dakota,WestPlains,CORN,1060278,1038856.2585193118,88.00129602523936,91998542.15439564,4.743444790244091,436390005.49231935,BUSHELS
2000,South Dakota,WestPlains,WHEAT,678489,577164.5900949831,37.02207166564433,26664796.12060275,7.33707273247597,195641548.53350544,BUSHELS
2000,South Dakota,WestPlains,SORGHUM,1279080,1227888.6766047066,61.31302876974251,90968403.08161287,4.253780596967197,386959627.9656558,BUSHELS
2000,Minnesota,EastHghlnds,CORN,1848320,1731016.5274320745,142.08048560637945,272508926.28730637,4.606073922169564,1255196258.93039,BUSHELS
2000,Minnesota,EastHghlnds,SOYBEANS,495791,483864.2933834145,40.85802493624879,25586004.72638728,13.589521975193001,347701573.48663193,BUSHELS
2000,Minnesota,EastHghlnds,WHEAT,1503653,1317766.969454109,44.53806377204386,54904707.29943386,5.886336689886408,323187593.0241316,BUSHELS
2000,Wisconsin,EastHghlnds,CORN,1762399,1656628.992529091,150.08115453241072,239116649.4743311,5.03820242287253,1204718082.7307365,BUSHELS
2000,Wisconsin,EastHghlnds,SOYBEANS,773039,713263.2258241762,51.62183200392441,36291279.75679545,11.72626036687047,425560995.47511905,BUSHELS
2000,Wisconsin,EastHghlnds,WHEAT,123856,119713.57311291352,52.50520734619404,5472595.384372242,6.5296579841052385,35734176.14534368,BUSHELS
2000,Michigan,EastHghlnds,CORN,1668040,1613370.1345086154,171.8518825141855,351476322.3041414,4.646437447253387,1633112745.7768633,BUSHELS
2000,Michigan,EastHghlnds,SOYBEANS,1485547,1449670.6441776992,39.79654602480851,46496224.81832332,11.058295429676072,514168990.4056559,BUSHELS
2000,Michigan,EastHghlnds,WHEAT,1393742,1232115.602666805,60.9231388126984,70401223.71552004,7.728938312999267,544126715.2569155,BUSHELS
2000,Ohio,EastHghlnds,CORN,72912,69599.31715910556,178.68793192271778,9287325.55298012,5.389568863138297,50054680.62217032,BUSHELS
2000,Ohio,EastHghlnds,SOYBEANS,1509543,1427153.1044843632,35.474546805697805,52200700.913762376,12.415508487124402,648098245.2286593,BUSHELS
2000,Ohio,EastHghlnds,WHEAT,1667413,1425408.0608117292,50.54023271799773,82314216.1711983,6.088720538148459,501188258.583167,BUSHELS
2000,Kentucky,EastHghlnds,CORN,920077,892462.4920051364,126.29436641496562,122233316.19444959,4.147636916293532,506979414.64907914,BUSHELS
2000,Kentucky,EastHghlnds,SOYBEANS,1976340,1935687.960610785,50.65649177266821,92088426.84006456,12.360325038054848,1138242887.986332,BUSHELS
2000,Kentucky,EastHghlnds,WHEAT,1801940,1747379.2855721083,53.25799396979623,112528503.20193751,6.05865267111369,681771116.5008441,BUSHELS
2000,Tennessee,EastHghlnds,CORN,1169132,1120219.2701451865,148.0820052695438,118416951.1999449,4.9191405455000545,582509625.9221503,BUSHELS
2000,Tennessee,EastHghlnds,SOYBEANS,463358,444028.12066245783,37.925776924079024,18073893.01470909,13.362696174769514,241515941.05084658,BUSHELS
2000,Tennessee,EastHghlnds,WHEAT,1107396,985137.2535597999,43.17174233900022,53196050.98163132,5.50964999316529,293091621.9273654,BUSHELS
2000,New York,NorthEast,CORN,1244527,1163444.9498036928,137.21259441663324,204650220.18694276,4.7235637326047115,966678357.9446114,BUSHELS
2000,New York,NorthEast,SOYBEANS,1935138,1811520.86045529,36.08804086894931,82192086.86625805,10.302060879442541,846747882.7046201,BUSHELS
2000,New York,NorthEast,POTATOES,728098,704264.837108993,394.3109769407398,255037800.24946284,9.576760991967129,2442436056.9061604,BUSHELS
2000,Pennsylvania,NorthEast,CORN,841430,760907.6155950846,107.54178066888623,78145394.95162763,5.348653282711607,417972623.23681813,BUSHELS
2000,Pennsylvania,NorthEast,SOYBEANS,1310263,1142368.5685312743,35.16630975874927,44615690.552452385,11.741684217225297,523863349.6003379,BUSHELS
2000,Pennsylvania,NorthEast,POTATOES,628871,597086.3835096742,338.8983126024424,225614953.73701942,7.538028478173767,1700691946.3715093,BUSHELS
2000,Vermont,NorthEast,CORN,1094644,985763.5425121752,131.57586231545673,132735082.48880026,5.082257467405988,674593864.1654549,BUSHELS
2000,Vermont,NorthEast,SOYBEANS,424534,404206.88267260237,31.26599591114945,9289365.981125737,10.23855178473491,95109654.64511067,BUSHELS
2000,Vermont,NorthEast,POTATOES,897429,821264.2139663481,282.62431190889083,228580947.7379185,10.000627653539178,2285952947.0200214,BUSHELS
2000,Maine,NorthEast,CORN,1266867,1147685.0829001996,128.8378368494834,111572409.20272347,4.115034961219106,459124364.5766514,BUSHELS
2000,Maine,NorthEast,SOYBEANS,167354,163205.22661654875,32.866102744436816,5037347.414422522,13.757722801402533,69302429.38198683,BUSHELS
2000,Maine,NorthEast,POTATOES,621892,598527.3555640148,361.6345009641813,185273934.09058434,6.8553141486438856,1270111021.7460976,BUSHELS
2000,New Hampshire,NorthEast,CORN,140770,122604.64300076696,122.18937700048627,11862021.418297978,4.320021203929228,51244184.04850992,BUSHELS
2000,New Hampshire,NorthEast,SOYBEANS,51450,44386.946013517416,31.33594686715506,1264745.8345106624,10.108158925761764,12784251.895928962,BUSHELS
2000,New Hampshire,NorthEast,POTATOES,441403,390292.48390514904,264.92907420573187,112690303.46774508,7.449965330236021,839538853.888477,BUSHELS
2000,Massachusetts,NorthEast,CORN,713087,645623.275440351,121.30983907543359,54956430.38713839,5.0878190660823455,279608374.3275099,BUSHELS
2000,Massachusetts,NorthEast,SOYBEANS,1699892,1614001.8009476608,41.74474481939907,85200591.26315288,13.606324346274395,1159266879.2208107,BUSHELS
2000,Massachusetts,NorthEast,POTATOES,1546839,1453368.9879160526,374.31542695101496,533250102.8029273,6.803910873586871,3628186172.802154,BUSHELS
2000,Connecticut,NorthEast,CORN,563866,509940.0187645672,119.57819562129033,53185126.73544008,4.479916621813421,238264933.29535142,BUSHELS
2000,Connecticut,NorthEast,SOYBEANS,695473,613969.4386178659,44.4962403935677,21804913.056209013,13.814021206431647,301213531.3628696,BUSHELS
2000,Connecticut,NorthEast,POTATOES,1939438,1716288.6724521923,313.1659690171986,665792372.189745,8.380807560078276,5579877746.290264,BUSHELS
2000,Rhode Island,NorthEast,CORN,958000,887778.8686809671,105.13035992550658,111791438.66110608,3.865209618968495,432097344.03123367,BUSHELS
2000,Rhode Island,NorthEast,SOYBEANS,702390,632671.276267945,42.41304966462,20111502.516034365,12.789944775852165,257225006.5394914,BUSHELS
2000,Rhode Island,NorthEast,POTATOES,1910082,1770453.0670468954,331.1036112893855,480134576.17724216,7.461053795199845,3582309901.793882,BUSHELS
2000,New Jersey,NorthEast,CORN,862310,762852.4337539996,113.18942379341914,108091217.00888185,4.428429138977344,478674295.0696559,BUSHELS
2000,New Jersey,NorthEast,SOYBEANS,1957293,1821431.6902606818,36.9919726661165,47336289.481575765,9.92762753909271,469937051.0557561,BUSHELS
2000,New Jersey,NorthEast,POTATOES,1974109,1833102.5416281,338.32114707472095,713513649.0387217,7.3022107904385765,5210227067.1357565,BUSHELS
2000,Florida,SECstPlain,CORN,712860,667670.0100393306,128.89856770645332,81945280.73889004,4.260071948064542,349092791.7520191,BUSHELS
2000,Florida,SECstPlain,COTTON,1988533,1697514.817054413,808.2620570975968,1716364211.7691762,0.7315344066228779,1255579475.205308,POUNDS
2000,Florida,SECstPlain,PEANUTS,94589,87364.32555187836,3611.8794256935735,400224730.0998448,0.176725660406516,70729979.7379147,POUNDS
2000,Georgia,SECstPlain,CORN,370329,318098.5421036429,90.92210367534338,32824913.275451906,5.344755845942465,175441147.121526,BUSHELS
2000,Georgia,SECstPlain,COTTON,1402529,1206556.6903871794,822.0205831093747,846568175.6967412,0.7009928229131844,593438215.2701234,POUNDS
2000,Georgia,SECstPlain,PEANUTS,345020,321948.9830389548,4022.8888505884897,1464417548.6383882,0.24567413480942699,359769514.26147795,POUNDS
2000,South Carolina,SECstPlain,CORN,892730,836159.7050037637,120.17975188569535,85874918.41027641,3.7519372175955867,322197302.4415005,BUSHELS
2000,South Carolina,SECstPlain,COTTON,1368724,1172592.2237784413,717.0861738505906,688274024.6951253,0.7549267549520512,519596475.98087895,POUNDS
2000,South Carolina,SECstPlain,PEANUTS,372588,327139.3786642708,4442.617639032835,1194287569.7595186,0.19538625216759903,233347372.2656623,POUNDS
2000,North Carolina,SECstPlain,CORN,972759,902335.2277207791,129.37428142978058,120247487.44640385,4.779975273114867,574780016.6480007,BUSHELS
2000,North Carolina,SECstPlain,COTTON,490893,443465.35179446934,846.7888860368367,352139744.04026043,0.6009362127495079,211613524.1421352,POUNDS
2000,North Carolina,SECstPlain,PEANUTS,338019,303392.79119149555,3587.3736073486652,1309445884.7779102,0.2505443460251505,328074262.85700613,POUNDS
2000,Virginia,SECstPlain,CORN,806061,778989.2973923222,115.2518079435282,86867962.3414627,4.971014508621481,431821901.13379556,BUSHELS
2000,Virginia,SECstPlain,COTTON,1230488,1149411.3907008586,823.8498462596795,878903294.9124893,0.6202523697432842,545141851.4446521,POUNDS
2000,Virginia,SECstPlain,PEANUTS,1649168,1557985.6434170846,4200.347274063566,4925516017.856093,0.21316956619156055,1049970112.7959663,POUNDS
2000,Maryland,SECstPlain,CORN,1004771,874179.9294932048,123.86912828663392,125420736.96448255,4.74890596982028,595611286.5098902,BUSHELS
2000,Maryland,SECstPlain,COTTON,1133369,1041817.3016054512,781.8246502030627,683883044.1834387,0.601948373179957,411662285.89157754,POUNDS
2000,Maryland,SECstPlain,PEANUTS,1763541,1549768.6425761941,4209.9821044921155,7738897230.974528,0.1800255065395558,1393198894.063755,POUNDS
2000,Delaware,SECstPlain,CORN,1670266,1600197.1544208338,108.86503022800478,131500029.77646951,4.12872982413943,542928094.8133328,BUSHELS
2000,Delaware,SECstPlain,COTTON,1250723,1195082.605965263,873.5779270336154,1287254519.6691506,0.6851433348776614,881953854.4424641,POUNDS
2000,Delaware,SECstPlain,PEANUTS,1470671,1335182.711462618,3954.3686162391896,5938190034.770066,0.21526147326656409,1278263535.421434,POUNDS
2000,West Virginia,SECstPlain,CORN,1018404,891936.9478866232,120.77139782285559,75938834.59288144,4.3705223152528925,331892371.18248665,BUSHELS
2000,West Virginia,SECstPlain,COTTON,1494130,1443206.5702999749,733.3641007157802,1224377427.7613318,0.6284291838802831,769434507.689494,POUNDS
2000,West Virginia,SECstPlain,PEANUTS,1928364,1686797.0025059027,3274.6576566449457,7160479005.0293,0.2366635885970362,1694624657.4039693,POUNDS
2001,Iowa,CntlPlains,CORN,1224757,1143151.4014104684,188.70658834503212,235196186.77089596,3.952026234049885,929501500.2670773,BUSHELS
2001,Iowa,CntlPlains,SOYBEANS,847047,781499.7696502538,51.449023041930374,41276521.724063665,9.632312144505446,397588341.4856413,BUSHELS
2001,Iowa,CntlPlains,WHEAT,1962029,1888536.2360793033,44.927221464118865,104552815.32187416,5.612413507907847,586793633.0022811,BUSHELS
2001,Kansas,CntlPlains,CORN,402651,373325.18971641356,185.84788408580033,60661612.829544194,4.356184246045898,264253162.14779615,BUSHELS
2001,Kansas,CntlPlains,SOYBEANS,792159,713639.612776309,50.918729272574794,27356747.610826083,9.881100207756775,270314764.5008833,BUSHELS
2001,Kansas,CntlPlains,WHEAT,1595407,1523710.9340176112,37.330023209150525,49848554.000273205,6.577261179443468,327866959.07738835,BUSHELS
2001,Nebraska,CntlPlains,CORN,567270,520509.8566289379,170.0742696073059,71006087.80757266,4.337360986183251,307979035.0380679,BUSHELS
2001,Nebraska,CntlPlains,SOYBEANS,239471,229187.76543839154,45.17388057682584,11427219.33618208,13.768756272088758,157338597.90759096,BUSHELS
2001,Nebraska,CntlPlains,WHEAT,1725041,1486778.0840015174,37.51422668156849,68184148.39570092,7.123372105940732,485701060.7492594,BUSHELS
2001,Illinois,CntlPlains,CORN,1718403,1643160.9235040518,188.77213728447649,335108586.90543205,4.605396091012135,1543307776.198877,BUSHELS
2001,Illinois,CntlPlains,SOYBEANS,1513880,1381531.3519034556,59.037780801766964,64257546.28255377,14.015668846224305,900612489.5672052,BUSHELS
2001,Illinois,CntlPlains,WHEAT,1766325,1686998.4894133462,45.8044048424268,80712920.69187778,5.438942283825607,438992917.20211685,BUSHELS
2001,Indiana,CntlPlains,CORN,1000940,964097.7733579071,152.42983039680533,159972861.1241127,4.658879391634806,745294265.9119855,BUSHELS
2001,Indiana,CntlPlains,SOYBEANS,1985891,1693097.0101449336,44.060005825297566,78781202.45242244,12.923689340098864,1018143786.3345424,BUSHELS
2001,Indiana,CntlPlains,WHEAT,370328,361944.7320762945,30.884418011967078,10706799.567810839,5.993778539660994,64174185.477996215,BUSHELS
2001,Missouri,CntlPlains,CORN,506033,455133.11718584975,192.93447827925058,61704678.5117131,3.9809739071654056,245644715.10515976,BUSHELS
2001,Missouri,CntlPlains,SOYBEANS,882992,858027.7147977743,51.27000257390851,32293962.96672837,13.929670117901434,449844250.9262517,BUSHELS
2001,Missouri,CntlPlains,WHEAT,1076413,986815.5892050613,32.46766167554635,36542510.61839056,6.893481653074987,251905126.50517324,BUSHELS
2001,Texas,SEPlains,CORN,1873279,1619458.557338833,138.49092865170655,220997497.39310792,4.348802721925274,961074518.2018214,BUSHELS
2001,Texas,SEPlains,COTTON,1473751,1329337.5792479625,911.279190035152,910046018.5534484,0.7350481213299018,668927616.2614692,POUNDS
2001,Texas,SEPlains,RICE,1981926,1863127.8911765474,7531.614939848716,12841233853.130932,15.733295087633728,202034921500.62082,BUSHELS
2001,Oklahoma,SEPlains,CORN,295057,257320.36915598172,122.21942106154083,23441073.158197794,4.7173068852613955,110578735.80708253,BUSHELS
2001,Oklahoma,SEPlains,COTTON,618692,549745.9743194808,1059.1533416185318,749456999.0809859,0.6299234823222395,472100562.7118701,POUNDS
2001,Oklahoma,SEPlains,RICE,1786198,1545133.9779627137,6577.839658877803,11903777464.350391,13.753831014825678,163722543682.76538,BUSHELS
2001,Arkansas,SEPlains,CORN,1879494,1804232.6649871105,144.67411900090144,266858760.52957246,5.102039124457364,1361523836.9260771,BUSHELS
2001,Arkansas,SEPlains,COTTON,1575649,1426023.7068584983,814.2758071274847,1352695934.5837939,0.6323499929463294,855377264.6925906,POUNDS
2001,Arkansas,SEPlains,RICE,1261585,1220695.222532207,7049.296321667138,7115533242.130172,11.368633138598698,80893887015.28171,BUSHELS
2001,Louisiana,SEPlains,CORN,87560,81658.54849271092,123.19237858552977,7329143.105460515,4.689104649662243,34367119.01385487,BUSHELS
2001,Louisiana,SEPlains,COTTON,1018725,943662.8541051884,1060.809514119995,1123155065.4548662,0.6315393845085522,709316658.7450289,POUNDS
2001,Louisiana,SEPlains,RICE,1199732,1068692.5378521762,6858.289062315652,5462419240.53125,12.137938100316621,66302506619.54684,BUSHELS
2001,Mississippi,SEPlains,CORN,1969218,1731809.4236863258,114.86107423971517,227318256.82016134,4.046754783968934,919901243.2704667,BUSHELS
2001,Mississippi,SEPlains,COTTON,1457416,1367050.1477632243,1128.2985958671236,1327161139.419796,0.693351157381955,920188712.0490696,POUNDS
2001,Mississippi,SEPlains,RICE,1910699,1696817.6431588114,7332.601277089217,11493436681.194752,14.9463779815445,171785248944.08514,BUSHELS
2001,Alabama,SEPlains,CORN,1493730,1372579.087240157,106.12233088125186,155371280.31132057,5.041986965958074,783379970.2138966,BUSHELS
2001,Alabama,SEPlains,COTTON,1480675,1266505.2272446204,1173.1170454778785,1305016284.7741768,0.6594581221813309,860603588.5732356,POUNDS
2001,Alabama,SEPlains,RICE,1899779,1843234.908153802,7604.64397834777,12232161688.720213,15.400005802590224,188375360984.51312,BUSHELS
2001,California,WestXeric,WHEAT,1853175,1753657.3821858808,68.77303781198671,130930007.14414449,6.411940024227675,839515353.1799555,BUSHELS
2001,California,WestXeric,COTTON,247056,241517.01198448092,1293.0131907686398,345235699.52719545,0.6503735488369028,224532167.08669275,POUNDS
2001,California,WestXeric,RICE,1908973,1843377.6326952595,8836.41589800771,13742808979.914497,14.217708396947502,195391250631.3759,BUSHELS
2001,Nevada,WestXeric,WHEAT,1198031,1096362.5491113993,58.20504066866432,68031073.86051773,7.256970764870317,493699514.1085104,BUSHELS
2001,Nevada,WestXeric,COTTON,958604,833282.6533141026,1151.7854300033682,843734000.1165231,0.6781395258913272,572169374.817412,POUNDS
2001,Nevada,WestXeric,RICE,618868,593917.9607912672,8151.571185035857,5439313934.616766,15.068667234523442,81963211664.84645,BUSHELS
2001,Arizona,WestXeric,WHEAT,309480,300277.63352637494,46.870934084664285,16853139.885892347,7.528082914399206,126871834.42896596,BUSHELS
2001,Arizona,WestXeric,COTTON,1972360,1862580.7064973942,1115.6279212008467,2442317037.84249,0.5972296635098944,1458624182.6951523,POUNDS
2001,Arizona,WestXeric,RICE,1884843,1636709.3291080918,8150.660437764645,15281086913.05507,15.617276198842909,238648954939.7048,BUSHELS
2001,New Mexico,WestXeric,WHEAT,1035616,979004.4522011322,45.58653641187799,40592304.463233665,6.4151967290172465,260407618.81580877,BUSHELS
2001,New Mexico,WestXeric,COTTON,1940122,1885843.3414080858,1033.074934909293,2525637149.547207,0.6066131507074718,1532084708.8306692,POUNDS
2001,New Mexico,WestXeric,RICE,203660,176435.14615679326,8902.921858651052,1196938178.4955997,15.929878518310929,19067079777.363266,BUSHELS
2001,Utah,WestXeric,WHEAT,1677858,1436222.963216396,42.72697337317586,76096747.89549248,6.459942011048748,491580578.6342773,BUSHELS
2001,Utah,WestXeric,COTTON,1006919,901241.944384259,1258.706494416149,1058155921.8867903,0.6874691383241084,727449539.8320643,POUNDS
