year,state_name,ecoregion,acres_planted,acres_harvested,total_production,total_value,avg_yield,value_per_acre
2000,Nevada,WestXeric,1153199,1069888.348158314,2662354940.738457,19145586094.799034,2488.441850330818,17894.938408999307
2000,New Hampshire,NorthEast,633623,557284.0729194335,125817070.72055373,903567289.8329159,225.7682873681249,1621.3764823735498
2000,New Jersey,NorthEast,4793712,4417386.665642781,868941155.5291793,6158838413.2611685,196.70932641861867,1394.2266954267147
2000,New Mexico,WestXeric,3206607,3052751.1663353965,13362493424.693272,166441147178.26843,4377.197058197823,54521.688178754775
2000,New York,NorthEast,3907763,3679230.6473679757,541880107.3026637,4255862297.555392,147.28082016013602,1156.7261488756958
2000,North Carolina,SECstPlain,1801671,1649193.370706744,1781833116.2645745,1114467803.647142,1080.4270426463024,675.7653913983105
2000,North Dakota,WestPlains,3276845,2960543.0515251094,256009167.3040884,1232365893.5526693,86.47371879027617,416.26345981282793
2000,Ohio,EastHghlnds,3249868,2922160.4824551977,143802242.6379408,1199341184.4339967,49.210932630612476,410.42960906319246
2000,Oklahoma,SEPlains,2042806,1827035.4428650008,3918729528.3454285,31522524627.34814,2144.856873822005,17253.373354332532
2000,Oregon,WestMnts,2723660,2525727.290559124,687566613.4464059,4849217140.693382,272.22519866513306,1919.9290274999971
2000,Pennsylvania,NorthEast,2780564,2500362.567636033,348376039.2410994,2642527919.2086654,139.33020904663096,1056.857894696065
2000,Rhode Island,NorthEast,3570472,3290903.2119958075,612037517.3543826,4271632252.364607,185.97858336380705,1298.0121192242614
2000,South Carolina,SECstPlain,2634042,2335891.3074464756,1968436512.8649204,1075141150.6880417,842.691826708647,460.27019633176036
2000,South Dakota,WestPlains,3017847,2843909.5252190013,209631741.35661125,1018991181.9914806,73.7125212661145,358.3064696521986
2000,Tennessee,EastHghlnds,2739886,2549384.6443674443,189686895.1962853,1117117188.9003623,74.40497282957104,438.1909145677554
2000,Texas,SEPlains,2913408,2683067.6651820634,8797638870.181568,135919113814.4159,3278.9478194485237,50658.101388282696
2000,Utah,WestXeric,3608933,3403963.336272584,7315191979.748635,71016560446.89268,2149.021965600527,20862.904041927024
2000,Vermont,NorthEast,2416607,2211234.6391511257,370605396.2078445,3055656465.830587,167.60111733330876,1381.8779842394417
2000,Virginia,SECstPlain,3685717,3486386.3315102654,5891287275.110045,2026933865.374414,1689.797605579185,581.3853292891863
2000,Washington,WestMnts,1834856,1682348.8462289954,210987841.79647872,1727103375.9202867,125.41265877728655,1026.6024075753428
2000,West Virginia,SECstPlain,4440898,4021940.5206925008,8460795267.3835125,2795951536.27595,2103.659968080962,695.174760017222
2000,Wisconsin,EastHghlnds,2659294,2489605.7914661807,280880524.6154988,1666013254.3511992,112.82128503166857,669.1875718083261
2000,Wyoming,WestMnts,2870485,2732508.3784664716,318526738.9147886,2607109206.647571,116.56935489198793,954.1084035433859
2001,Alabama,SEPlains,4874184,4482319.222638579,13692549253.80571,190019344543.30026,3054.79118592214,42393.08605767769
2001,Arizona,WestXeric,4166683,3799567.669131861,17740257090.783455,240234450956.82892,4669.019908477328,63226.78574947411
2001,Arkansas,SEPlains,4716728,4450951.594377816,8735087937.243538,83110788116.90038,1962.521441095247,18672.588626189758
2001,California,WestXeric,4009204,3838552.026865621,14218974686.585836,196455298151.64255,3704.254778121732,51179.53248429945
2001,Colorado,WestMnts,3210022,2826658.088803304,256068864.9667573,1820462004.7337527,90.59067525042154,644.0333239965591
2001,Connecticut,NorthEast,4812797,4266768.219473215,598553242.3097973,4125244520.636626,140.28257723914894,966.8311725509989
2001,Delaware,SECstPlain,3716299,3518681.195919356,8359923207.470271,2925832891.1519003,2375.868327362349,831.5140611616117
2001,Florida,SECstPlain,2708621,2572856.500868808,4923181393.441822,1636252325.6260328,1913.5079596469336,635.9671925245343
2001,Georgia,SECstPlain,3222640,2861415.1499038283,3604486713.8833117,1667879700.8131185,1259.686737174247,582.8863039566893
2001,Idaho,WestMnts,3608440,3349656.6824427852,658622497.8501483,5207344481.588698,196.62388127783842,1554.5905074042298
2001,Illinois,CntlPlains,4998608,4711690.764820853,480079053.8798636,2882913182.9681993,101.89103611474322,611.8638354819562
2001,Indiana,CntlPlains,3357159,3019139.515579135,249460863.14434597,1827612237.724524,82.62647746389224,605.3420944258514
2001,Iowa,CntlPlains,4033833,3813187.4071400254,381025523.8168338,1913883474.7549996,99.92310451444907,501.9117264394971
2001,Kansas,CntlPlains,2790217,2610675.7365103336,137866914.4406435,862434885.7260678,52.80890020639979,330.34929373453195
2001,Kentucky,EastHghlnds,3818118,3654335.825345819,228020197.6899789,1793108545.7957935,62.397165610361164,490.6797381234406
2001,Louisiana,SEPlains,2306017,2094013.9404500755,6592903449.091577,67046190397.30572,3148.452511101495,32018.024857511304
2001,Maine,NorthEast,2545300,2336572.6793631013,371510363.88614374,2896879439.1657763,158.99799187389684,1239.7985582692863
2001,Maryland,SECstPlain,3155394,2874397.251518699,4941028438.870209,2399416545.0629826,1718.97897420393,834.7546755394515
2001,Massachusetts,NorthEast,5218826,4792721.690687185,933480317.1183796,7280656125.705089,194.77039923520707,1519.1068031035995
2001,Michigan,EastHghlnds,3132164,2854808.6235165894,328609004.28954065,2279886269.983259,115.1071919786889,798.6126464669518
2001,Minnesota,EastHghlnds,4239197,3778737.7691793283,254654112.58555102,1719134908.4086044,67.39131639739509,454.94951314972263
2001,Mississippi,SEPlains,5337333,4795677.214608362,13047916077.43471,173625338899.4047,2720.7661178047542,36204.55070881658
2001,Missouri,CntlPlains,2465438,2299976.421188685,130541152.09683204,947394092.5365847,56.75760451029542,411.91469782414026
2001,Montana,WestMnts,2105926,1910735.9635630774,657609108.8013082,5469708881.645636,344.165348505306,2862.618899707055
2001,Nebraska,CntlPlains,2531782,2236475.706068847,150617455.53945565,951018693.6949183,67.3458938680817,425.23095203505085
2001,Nevada,WestXeric,2775503,2523563.163216769,6351079008.593807,83029080553.77237,2516.7109352230873,32901.526604919905
2001,New Hampshire,NorthEast,1966819,1852296.1355494068,425494407.67339724,3591858024.104931,229.71186923477114,1939.1381081943225
2001,New Jersey,NorthEast,2821177,2572494.486982877,709969855.7818662,4836700303.855249,275.9849863136332,1880.1596381759102
2001,New Mexico,WestXeric,3179398,3041282.939766011,3763167632.50604,20859572105.009743,1237.361898592562,6858.806799019701
2001,New York,NorthEast,4086336,3804273.5402109493,491996628.6260551,4208938458.4731545,129.32735341601477,1106.371141292791
2001,North Carolina,SECstPlain,5595177,5067301.327402281,8278063932.515706,3038946775.696324,1633.6237767725966,599.7170050383052
2001,North Dakota,WestPlains,4175568,3729669.171505971,205882434.9582638,1052600290.2675649,55.2012592782143,282.2235007622793
2001,Ohio,EastHghlnds,2357103,2131305.0978037016,215282604.72145903,1384518884.8184721,101.00975451300079,649.6108352789149
2001,Oklahoma,SEPlains,2699947,2352200.321438176,12676675536.589575,164305222981.28433,5389.283991271132,69851.7135142747
2001,Oregon,WestMnts,2082551,1958737.7036329336,102998861.47057547,697567638.7100161,52.584305330693425,356.1312152291831
2001,Pennsylvania,NorthEast,1358650,1286782.2621294563,229717882.36289352,1540717827.2526522,178.5211757447919,1197.3415181391806
2001,Rhode Island,NorthEast,3512824,3248166.575931577,400306964.7545098,2940797035.669878,123.24089771772293,905.3713739500736
2001,South Carolina,SECstPlain,3707997,3431152.580853817,7969748203.507174,2248737158.0500073,2322.7612342217553,655.3882711594323
2001,South Dakota,WestPlains,4015262,3771877.973954245,252332318.15231222,1292020370.3210027,66.89832489140147,342.54034177211577
2001,Tennessee,EastHghlnds,3445380,3230266.1891632024,348541753.36251014,2012229189.9542706,107.89877147951066,622.9298367747015
2001,Texas,SEPlains,5328956,4811924.0277633425,13972277369.077488,203664923635.0841,2903.6778819577544,42325.04970153295
2001,Utah,WestXeric,3106186,2735358.212744248,4217838875.2897196,40113188271.94186,1541.96947794204,14664.69294041686
2001,Vermont,NorthEast,2494147,2340509.9203475183,422342230.1963675,3648748325.0557036,180.44881011812086,1558.9544369519008
2001,Virginia,SECstPlain,3042714,2818873.5872159707,5204771169.161169,1445013100.248257,1846.4010563530107,512.6207527721766
2001,Washington,WestMnts,1815249,1664683.01539229,228443894.24495512,1970990515.846165,137.22966602811243,1184.003499538134
2001,West Virginia,SECstPlain,3599600,3345899.088424513,5929393948.654168,2347394445.502482,1772.1377100605112,701.5735930660724
2001,Wisconsin,EastHghlnds,2610929,2321447.0293432698,196392704.9404119,1091043536.0282311,84.59926177853423,469.98424785806293
2001,Wyoming,WestMnts,2755267,2642978.4343345976,315370052.3776492,2747477511.559425,119.32373275571108,1039.5383768052334
2002,Alabama,SEPlains,3625957,3438393.2356088515,7076702659.993961,82946984488.0752,2058.1423284299995,24123.763282528504
2002,Arizona,WestXeric,3067458,2788669.9326240905,11203640102.833351,152894190024.83948,4017.556890388573,54826.9224106306
2002,Arkansas,SEPlains,2522998,2257269.0223084204,11382327929.015306,142235380183.028,5042.521656268976,63012.15263990531
2002,California,WestXeric,3136830,2746233.2335208524,8939281947.674074,121859751479.17082,3255.106608776023,44373.41664638534
2002,Colorado,WestMnts,3265034,3017001.888279418,593635406.6230632,4244849237.595233,196.76335269435668,1406.9759962981166
2002,Connecticut,NorthEast,3411165,3069830.1671048864,265592968.5628405,1910725045.3864994,86.51715375294441,622.4204406683765
2002,Delaware,SECstPlain,2394437,2084418.9966166238,5612068288.000961,1878451948.5807233,2692.3897244797367,901.18731005128
2002,Florida,SECstPlain,1855252,1608321.858547607,1136445570.3858147,885782975.6124463,706.60332342438,550.7498209421536
2002,Georgia,SECstPlain,2697580,2611052.7435077825,8892867632.189558,2608274461.406188,3405.855226134788,998.9359532822527
2002,Idaho,WestMnts,3453281,3187197.615470157,632149516.4117156,4411247998.2897625,198.34023260539638,1384.0522397727261
2002,Illinois,CntlPlains,1087262,988444.7863176528,72791963.5458934,459202646.39016116,73.64292326035955,464.5708619708263
2002,Indiana,CntlPlains,3419352,3155157.2456798144,185395196.4542383,1277580119.4000542,58.7594157812863,404.918050011414
2002,Iowa,CntlPlains,3227420,3053274.3723341245,220180917.80200723,1073395006.1444311,72.11304683164991,351.5553714630163
2002,Kansas,CntlPlains,3929128,3557025.002211158,295720911.06678,2058340964.581121,83.13714716172942,578.6692427805798
2002,Kentucky,EastHghlnds,3490601,3259861.65266277,305915038.9147376,1935993166.881388,93.84295148380158,593.8881379521123
2002,Louisiana,SEPlains,2274927,2117020.070116415,4004018540.8143716,34788619606.66972,1891.3465192581714,16432.824656573375
2002,Maine,NorthEast,3307016,3009127.592496436,404308980.0575613,3349294063.1550465,134.36086295102496,1113.0448810169598
2002,Maryland,SECstPlain,4010291,3579556.510924411,3461847857.414685,2013563455.5839667,967.1164142400064,562.5175770905679
2002,Massachusetts,NorthEast,3456240,3170190.285489697,820186183.9670972,6133090054.58631,258.7182819028807,1934.6125949152406
2002,Michigan,EastHghlnds,2276580,2096340.0390469998,159390945.32657176,867851266.2623668,76.03296333500894,413.9840150440926
2002,Minnesota,EastHghlnds,2420702,2154250.142781105,174890410.00782943,1042988503.221937,81.1838915707572,484.15385126791926
2002,Mississippi,SEPlains,2483161,2343432.8774067243,6206361526.47316,92064596085.5101,2648.4059288872,39286.209975593614
2002,Missouri,CntlPlains,1335148,1200938.2988136713,108207621.40717758,602884423.6468114,90.10256523092721,502.01115597892215
2002,Montana,WestMnts,4027711,3617353.638743164,839909721.2051023,6268851013.004372,232.18899922013867,1732.993685179882
2002,Nebraska,CntlPlains,1683871,1572899.010834571,89246168.66663744,708251853.8989016,56.73992293967045,450.2843787301432
2002,Nevada,WestXeric,2076201,1960058.9107005515,11079894995.248081,157436942282.7659,5652.83774623283,80322.5563391336
2002,New Hampshire,NorthEast,3662524,3400674.6249856334,606105128.024938,5127045179.057205,178.2308497177964,1507.6553167972854
2002,New Jersey,NorthEast,3991681,3517412.5812836783,615098843.1086787,4980020764.428843,174.87253169606808,1415.8193414465431
2002,New Mexico,WestXeric,2627571,2544478.854752445,4434190356.910931,44517064727.95383,1742.6713327285,17495.553026431
2002,New York,NorthEast,3692362,3499534.0718661454,726972413.5408586,6689569382.95207,207.73405790937096,1911.5600092971295
2002,North Carolina,SECstPlain,3543712,3247716.759148985,6681773066.104075,2182561890.634314,2057.3755538506175,672.0296295808201
2002,North Dakota,WestPlains,1607388,1521099.0720452787,136053693.95609662,629461987.8764502,89.444334334619,413.820506135785
2002,Ohio,EastHghlnds,1954466,1806078.4083156,140912262.7640664,1226523117.8189485,78.0211214060663,679.1084551876344
2002,Oklahoma,SEPlains,2705830,2430098.2907181904,8751628081.385738,95925130466.39494,3601.347367229037,39473.765663217375
2002,Oregon,WestMnts,3699788,3379183.666086686,446676117.2231116,4022552652.348656,132.18462248913258,1190.3918371525017
2002,Pennsylvania,NorthEast,3914119,3610961.218068448,542412592.6692405,4813808942.85007,150.21279928322917,1333.1101200319847
2002,Rhode Island,NorthEast,2793905,2499878.293749703,241982919.6446973,2100397676.2594824,96.79788022069427,840.1999735391046
2002,South Carolina,SECstPlain,2348867,2083475.6833757225,923722431.5742853,1050808352.7959988,443.3564734855157,504.3535478625991
2002,South Dakota,WestPlains,3750549,3447345.847129908,276191813.8042791,1384464214.640617,80.11723396833622,401.6029362975735
2002,Tennessee,EastHghlnds,3881712,3492643.798841225,183697634.38542604,1162629490.0889726,52.595582305407866,332.8794910247375
2002,Texas,SEPlains,3063211,2889402.309917591,15257028245.943922,217316291892.43857,5280.340572019225,75211.50348171372
2002,Utah,WestXeric,3928893,3480887.6789099835,16959731568.125252,201334723206.56546,4872.24327026722,57840.05167027167
2002,Vermont,NorthEast,3126577,2825941.712492419,315333519.8445356,2294691437.5060663,111.58528799464102,812.0094718734304
2002,Virginia,SECstPlain,2523248,2299549.9737229114,4012459271.00842,1660423544.6415613,1744.8889203796484,722.0645620296648
2002,Washington,WestMnts,3706722,3292318.609868313,532631005.7762333,3529227366.585149,161.77990920433353,1071.958028608389
2002,West Virginia,SECstPlain,2685580,2548461.6346161384,1012806577.0878744,1244301132.5196452,397.41880487066004,488.2557836532108
2002,Wisconsin,EastHghlnds,3295472,2919459.228284213,226201770.10271734,1601788269.672685,77.48070872551891,548.6592359825718
2002,Wyoming,WestMnts,3931190,3622317.470604305,978559902.0195979,9536293399.74558,270.14747049665596,2632.649809723789
2003,Alabama,SEPlains,3975565,3625905.699334757,11653515655.62265,177745083609.0045,3213.9599377227914,49020.878739790525
2003,Arizona,WestXeric,3725573,3242435.398794827,6134598739.6923065,56764900013.01438,1891.972540755156,17506.87154294984
2003,Arkansas,SEPlains,2949449,2631959.8586481884,8681194222.136467,91667401428.53561,3298.376376680475,34828.57123649951
2003,California,WestXeric,2742106,2477713.6101253256,8441609626.930602,89696972697.32744,3407.0158844966813,36201.50946048622
2003,Colorado,WestMnts,4216046,3946012.4952230267,798640004.1652625,6013354129.393182,202.39165616735426,1523.9065098432513
2003,Connecticut,NorthEast,2663191,2527098.5911466503,752786659.9180667,6336500021.794935,297.8857503048569,2507.420978348059
2003,Delaware,SECstPlain,4153962,3625274.103863885,7323719005.429369,2194947046.753134,2020.1835214676903,605.4568520525711
2003,Florida,SECstPlain,3554823,3259247.694984272,5839402500.733858,2224672410.914979,1791.6412151553388,682.5723661133752
2003,Georgia,SECstPlain,2865068,2549474.0640533734,5082978760.994565,1797826292.5611393,1993.7362111906357,705.1753606399903
2003,Idaho,WestMnts,1907923,1837631.1771207664,155887420.02432314,1062588579.251476,84.83063520318062,578.2382191166124
2003,Illinois,CntlPlains,2702796,2418690.396091298,214717114.11540237,1306432454.942199,88.77412109561187,540.1404235339285
2003,Indiana,CntlPlains,3580543,3191215.2246654006,368701153.78008205,2308800339.1478314,115.53628565392057,723.4862510377718
2003,Iowa,CntlPlains,2431794,2162945.791435457,205962078.59229866,1079554640.6126323,95.22294983436002,499.1131284414562
2003,Kansas,CntlPlains,3248419,3010227.2452823487,238000788.76222983,1054387014.4174843,79.06406040780692,350.26824505356785
2003,Kentucky,EastHghlnds,3849942,3475806.318367213,147166580.06934303,1335381254.693859,42.340270598988866,384.1932295356333
2003,Louisiana,SEPlains,2464749,2213904.9067628426,10606791975.98373,164422674621.5238,4790.988060771279,74268.17390361249
2003,Maine,NorthEast,3556235,3214759.912529751,541931687.2431701,4457404555.879567,168.5760996119659,1386.5435295825737
2003,Maryland,SECstPlain,5426043,4930766.542789411,8608922587.103037,3798333956.482233,1745.9602908380318,770.3333596348808
2003,Massachusetts,NorthEast,1919059,1699549.2043179236,190196864.6510027,1332596378.0825682,111.91018428168074,784.0881421361238
2003,Michigan,EastHghlnds,3868660,3751973.910085948,247188475.0071447,1923233400.094842,65.8822478329766,512.5924236639443
2003,Minnesota,EastHghlnds,2027701,1821427.1899759788,107823800.69203407,790442297.215218,59.197425670062636,433.968649180889
2003,Mississippi,SEPlains,3325267,2999353.6357252877,9115655585.190723,103681809562.61896,3039.206673269264,34568.05103861892
2003,Missouri,CntlPlains,3843121,3415389.1654209527,460252352.49144274,2347569647.278864,134.75839214788743,687.3505576016904
2003,Montana,WestMnts,1847109,1682564.1797033346,258735291.77741545,1817242949.2428894,153.77439677994036,1080.0437636579788
2003,Nebraska,CntlPlains,3033072,2902049.331696654,228806716.87264004,1474572073.6605012,78.84315210412721,508.11406186482964
2003,Nevada,WestXeric,3169102,2853686.70466518,7499407522.272307,76783238269.5495,2627.971567450746,26906.681151797424
2003,New Hampshire,NorthEast,4962401,4524874.726605805,823084732.3501866,6333660699.9021015,181.90221433325698,1399.7427735757674
2003,New Jersey,NorthEast,1216491,1087057.144330866,226777338.0603417,1787459105.6312826,208.61583886644124,1644.310158810967
2003,New Mexico,WestXeric,3404425,3277705.109006988,14697438471.471481,176230609834.2557,4484.063691722472,53766.46280654774
2003,New York,NorthEast,934323,870293.7394728861,62834064.56465907,558097616.9175311,72.19868616165847,641.2749990084452
2003,North Carolina,SECstPlain,3154284,2951055.1952834562,5768994482.349069,2414985836.7236414,1954.8920981110089,818.34654959467
2003,North Dakota,WestPlains,2776071,2522720.3827109663,131567489.03876568,666572179.0119455,52.153020977053586,264.227531350753
2003,Ohio,EastHghlnds,2858471,2541954.453405557,207000160.23720512,1489441914.74371,81.43346548160169,585.9435887013025
2003,Oklahoma,SEPlains,3866687,3435180.9625074617,8846022654.080624,100028975619.30753,2575.1256631393285,29118.982874862228
2003,Oregon,WestMnts,2024889,1852853.18753863,263838557.84905803,2078691682.6293607,142.39582478714723,1121.8868805200584
2003,Pennsylvania,NorthEast,3864101,3689640.90292281,876999435.7369688,6649273294.969252,237.69235511299735,1802.1464608390263
2003,Rhode Island,NorthEast,3514479,3190446.743563683,566486887.211057,4804091192.244968,177.55723030132742,1505.7738236617197
2003,South Carolina,SECstPlain,4213776,3905970.113294187,4061653983.835637,1745773108.0602083,1039.8579267187865,446.9499400720892
2003,South Dakota,WestPlains,4527773,4099958.6220629746,237863638.96289778,1217613969.5480292,58.0161072072508,296.98201415880703
2003,Tennessee,EastHghlnds,2262365,1992974.380607895,249251735.90433583,1062895848.2424576,125.06519819301907,533.321380638247
2003,Texas,SEPlains,4676069,4275610.287563059,13414788137.722017,139849609295.64752,3137.514234340557,32708.689494560243
2003,Utah,WestXeric,3521598,3103194.418972451,4715431353.183088,52817907153.32828,1519.541065282172,17020.49566421226
2003,Vermont,NorthEast,2240334,1971699.3532536617,219531334.08102703,1360407827.5650768,111.34118075291778,689.9671723887099
2003,Virginia,SECstPlain,4267502,3831435.0813971837,10980934623.55683,3244903353.420361,2866.0108785015577,846.9159164865881
2003,Washington,WestMnts,1936644,1780407.6272085907,166578935.36951894,1253852620.7052104,93.5622454228021,704.2503084931518
2003,West Virginia,SECstPlain,2922102,2751996.144976268,7133535091.144269,2001095864.215382,2592.131207802177,727.1434111084624
2003,Wisconsin,EastHghlnds,3151057,2864393.0441628858,159578287.0489924,1399957703.2785764,55.71103008163773,488.7449737847383
2003,Wyoming,WestMnts,3144292,2949972.28908442,491845163.3256602,3172305341.606857,166.72874018023867,1075.3678444184443
2004,Alabama,SEPlains,2566111,2327298.407679782,3211754493.0462384,42941034298.975876,1380.0355306598701,18451.02207661727
2004,Arizona,WestXeric,4468242,3848369.184218117,15872865401.128462,223292103566.78278,4124.569302296134,58022.5266542741
2004,Arkansas,SEPlains,1666967,1459660.6825319314,3160283546.3177457,35475966792.9384,2165.0809562369723,24304.255925700272
2004,California,WestXeric,3173161,3023040.6954550785,9413725813.898802,130584323934.7688,3113.9924209593514,43196.34999657558
2004,Colorado,WestMnts,1766247,1626307.7606752086,259193574.24061915,1704532903.9339805,159.3754764676321,1048.0998401103948
2004,Connecticut,NorthEast,3711119,3351441.170724036,625454646.4597995,5056271770.326317,186.6225944597673,1508.6858198480547
2004,Delaware,SECstPlain,3362968,3087462.0255717523,3406074022.7209845,1720074576.5214493,1103.1954383601624,557.116026780254
2004,Florida,SECstPlain,2540212,2275720.266011061,3380598583.7412896,1662152892.7016485,1485.507087242707,730.3854157853553
2004,Georgia,SECstPlain,3290054,2996887.8331829817,6675575263.07042,2427682865.679241,2227.502540854297,810.0679774527329
2004,Idaho,WestMnts,2205853,2094733.16405231,377549407.8567589,3002655263.200896,180.23747097524384,1433.4309088763314
2004,Illinois,CntlPlains,2708753,2423955.974124956,180236912.3324412,1089968482.073369,74.35651235270741,449.66513159004296
2004,Indiana,CntlPlains,1055978,997539.5636611003,69884277.23833248,624898815.344298,70.05664715878342,626.4401314077587
2004,Iowa,CntlPlains,2195194,1886174.602609489,119267713.90608738,858394274.4431936,63.23259455465184,455.09799212417573
2004,Kansas,CntlPlains,2791743,2511409.074479494,275387940.9227695,1225369236.1402442,109.65475267299712,487.9210036278977
2004,Kentucky,EastHghlnds,3880864,3493108.3073739624,437527600.63141286,2026963514.1511135,125.2545189359834,580.275026076972
2004,Louisiana,SEPlains,2219234,2020870.8553730934,2680106466.8926497,17344928695.337917,1326.2136270443903,8582.89813484182
2004,Maine,NorthEast,4117192,3899557.614608934,917445143.2460831,7964396093.584032,235.26903149450936,2042.384516578745
2004,Maryland,SECstPlain,1314125,1232482.2029063646,3747399621.6298313,1020534202.7020193,3040.5304131718426,828.0315937183171
2004,Massachusetts,NorthEast,1599064,1511178.0506936586,297054412.1641376,1818525138.2202353,196.57141792642113,1203.3824454937649
2004,Michigan,EastHghlnds,4534336,4057551.163838854,409933504.5133744,2369706791.2071743,101.02978076203377,584.0238842398704
2004,Minnesota,EastHghlnds,4102839,3803584.152600071,314505907.0585418,2348600543.0337443,82.68672242825242,617.4703776248193
2004,Mississippi,SEPlains,3532130,3168029.3377414583,2120254042.2393422,7697950366.134385,669.2659114548817,2429.8860728424897
2004,Missouri,CntlPlains,4841645,4194206.2867354564,425531806.68601227,2583910683.3065042,101.45705232281821,616.0666659335158
2004,Montana,WestMnts,2433467,2255179.955464988,533437278.8032929,4293034142.395782,236.53867511131955,1903.6326267411398
2004,Nebraska,CntlPlains,2872350,2733690.8384614554,235485965.27634585,1287545210.6961634,86.14213500780482,470.9915227359085
2004,Nevada,WestXeric,3719741,3363494.761575008,8621275346.249641,109029527687.12906,2563.189764628204,32415.548533833397
2004,New Hampshire,NorthEast,1033430,930347.6257198345,153253725.29443374,1275133638.7886631,164.72737830212367,1370.5991218089675
2004,New Jersey,NorthEast,3053802,2968403.699971961,552252304.235268,4750614179.434602,186.04353048087242,1600.3935648912834
2004,New Mexico,WestXeric,3586744,3104922.3184728087,7576941240.18312,96499119770.32086,2440.2997766172534,31079.399054912603
2004,New York,NorthEast,3354026,2961734.310268605,655560478.4886905,5453634039.098337,221.34344603964038,1841.3650475635463
2004,North Carolina,SECstPlain,2707528,2491918.878593264,3387779797.806732,1327194010.3624673,1359.5064538052693,532.5992036753996
2004,North Dakota,WestPlains,1373226,1325184.0303110415,94877875.28027928,420382243.37491786,71.59599958204292,317.22555792967677
2004,Ohio,EastHghlnds,3093952,2900226.1900057946,189604503.99744087,1349911584.6613283,65.37576436307613,465.4504498004796
2004,Oklahoma,SEPlains,3911883,3595174.5481336266,17976910785.937935,221369101252.6632,5000.288732926845,61573.95094143153
2004,Oregon,WestMnts,4592300,4093244.8437329857,733149772.3441445,5250076955.34253,179.11212261505509,1282.6198177176543
2004,Pennsylvania,NorthEast,3005809,2763523.164403853,353129100.55458033,2786035232.0614996,127.78221116549146,1008.1461476233013
2004,Rhode Island,NorthEast,3333182,3027557.101665546,517870755.87702054,3090610894.2498083,171.05234962938434,1020.8266237322409
2004,South Carolina,SECstPlain,4042709,3638213.1560090766,5138730596.101513,2060506050.4688928,1412.4325254593996,566.3511075665388
2004,South Dakota,WestPlains,4441505,3979452.711535015,258712525.85220554,1372477284.838113,65.01208698932146,344.8909647449235
