Station_ID,Total_Events,Years_Covered,Year_Range,Duration_Tau,Duration_P_Value,Duration_Trend,Flow_Percentile_Tau,Flow_Percentile_P_Value,Flow_Percentile_Trend,Event_Count_Tau,Event_Count_P_Value,Event_Count_Trend,Winter_Duration_Tau,Winter_Duration_P_Value,Winter_Duration_Trend,Winter_Flow_Tau,Winter_Flow_P_Value,Winter_Flow_Trend,Winter_Count_Tau,Winter_Count_P_Value,Winter_Count_Trend,Spring_Duration_Tau,Spring_Duration_P_Value,Spring_Duration_Trend,Spring_Flow_Tau,Spring_Flow_P_Value,Spring_Flow_Trend,Spring_Count_Tau,Spring_Count_P_Value,Spring_Count_Trend,Summer_Duration_Tau,Summer_Duration_P_Value,Summer_Duration_Trend,Summer_Flow_Tau,Summer_Flow_P_Value,Summer_Flow_Trend,Summer_Count_Tau,Summer_Count_P_Value,Summer_Count_Trend,Fall_Duration_Tau,Fall_Duration_P_Value,Fall_Duration_Trend,Fall_Flow_Tau,Fall_Flow_P_Value,Fall_Flow_Trend,Fall_Count_Tau,Fall_Count_P_Value,Fall_Count_Trend
5411850,22,14,2002-2024,0.01098901098901099,1.0,no_trend,0.0989010989010989,0.6614159170078631,no_trend,-0.16483516483516483,0.4434214028640828,no_trend,0.3333333333333333,1.0,no_trend,0.3333333333333333,1.0,no_trend,0.0,1.0,no_trend,0.0,1.0,no_trend,0.6428571428571429,0.035447892552460836,increasing,0.0,1.0,no_trend,-0.06666666666666667,1.0,no_trend,-0.3333333333333333,0.4523703606773608,no_trend,-0.3333333333333333,0.4523703606773608,no_trend,0.3333333333333333,0.7340951823194757,no_trend,-0.3333333333333333,0.7340951823194757,no_trend,0.0,1.0,no_trend
12058790,27,14,2008-2024,-0.26373626373626374,0.2079824868941329,no_trend,0.5604395604395604,0.00619562249890615,increasing,-0.16483516483516483,0.4434214028640828,no_trend,0.3,0.624206114766406,no_trend,0.2,0.80649594050734,no_trend,0.0,1.0,no_trend,-0.4,0.4624327264504764,no_trend,0.2,0.80649594050734,no_trend,0.0,1.0,no_trend,0.3333333333333333,1.0,no_trend,1.0,0.2962698714842864,no_trend,0.0,1.0,no_trend,-0.3333333333333333,0.2514521865080219,no_trend,0.1111111111111111,0.7544541774940892,no_trend,-0.16666666666666666,0.6021675277481957,no_trend
14201340,48,21,2000-2024,-0.12380952380952381,0.45029515330704095,no_trend,-0.06666666666666667,0.6946444974614776,no_trend,0.12380952380952381,0.45029515330704095,no_trend,-0.36363636363636365,0.13910076544006422,no_trend,0.38181818181818183,0.11947098677170076,no_trend,0.18181818181818182,0.48352205986804897,no_trend,-0.09090909090909091,0.7317017232242102,no_trend,-0.30303030303030304,0.19261627432960227,no_trend,-0.12121212121212122,0.6312218204782534,no_trend,0.17857142857142858,0.6206907170753546,no_trend,-0.07142857142857142,0.9015386266571279,no_trend,0.0,1.0,no_trend,-0.16666666666666666,0.46410347443092714,no_trend,-0.10256410256410256,0.6693340144640527,no_trend,-0.1282051282051282,0.5829505577618919,no_trend
6447230,20,10,2002-2022,0.06666666666666667,0.8580276569875211,no_trend,0.5555555555555556,0.03182312738649018,increasing,-0.28888888888888886,0.28313087066234655,no_trend,0.6666666666666666,0.3081795474670539,no_trend,1.0,0.08942935902899363,increasing,0.16666666666666666,1.0,no_trend,-0.3333333333333333,0.36752073824214304,no_trend,0.6190476190476191,0.07150541644487451,increasing,-0.2857142857142857,0.4526892104584055,no_trend,0.4,0.4624327264504764,no_trend,0.6,0.22067136191984682,no_trend,0.4,0.4624327264504764,no_trend,,,insufficient_data,,,insufficient_data,,,insufficient_data
7211500,28,13,2002-2024,0.23076923076923078,0.2996654484343022,no_trend,0.10256410256410256,0.6693340144640527,no_trend,0.11538461538461539,0.6254994799810465,no_trend,,,insufficient_data,,,insufficient_data,,,insufficient_data,0.0,1.0,no_trend,0.0,1.0,no_trend,0.0,1.0,no_trend,-0.39285714285714285,0.21602058095545873,no_trend,0.0,1.0,no_trend,0.39285714285714285,0.21602058095545873,no_trend,0.1388888888888889,0.6766573217164245,no_trend,0.0,1.0,no_trend,0.0,1.0,no_trend
1660400,61,26,1991-2024,0.15692307692307692,0.2704279639103757,no_trend,0.24307692307692308,0.08557050563653745,increasing,0.13846153846153847,0.3321321174074414,no_trend,-0.05454545454545454,0.8762696636277618,no_trend,0.05454545454545454,0.8762696636277618,no_trend,0.18181818181818182,0.48352205986804897,no_trend,0.0989010989010989,0.6614159170078631,no_trend,0.12087912087912088,0.5840703669455065,no_trend,-0.14285714285714285,0.511220344688192,no_trend,-0.17777777777777778,0.5312499859948483,no_trend,0.3333333333333333,0.2104977000553374,no_trend,-0.3111111111111111,0.24492877823603054,no_trend,0.4065934065934066,0.0487449207397066,increasing,0.18681318681318682,0.38107448160929436,no_trend,0.0989010989010989,0.6614159170078631,no_trend
2413210,40,17,1999-2024,0.0661764705882353,0.7417467928991281,no_trend,0.25,0.17403358020816384,no_trend,-0.2867647058823529,0.11750793020210448,no_trend,0.19047619047619047,0.6523041372117628,no_trend,-0.14285714285714285,0.7638905934705396,no_trend,0.09523809523809523,0.8806164096519662,no_trend,-0.42857142857142855,0.1735462217878534,no_trend,0.14285714285714285,0.7105230229164894,no_trend,-0.25,0.45790105544025494,no_trend,0.07142857142857142,0.9015386266571279,no_trend,0.42857142857142855,0.1735462217878534,no_trend,0.0,1.0,no_trend,0.13333333333333333,0.8509806870320558,no_trend,0.3333333333333333,0.4523703606773608,no_trend,-0.6,0.13285495573105366,no_trend
6211500,26,12,2000-2022,0.0,1.0,no_trend,-0.030303030303030304,0.9453298708327,no_trend,-0.3484848484848485,0.13140204194464666,no_trend,,,insufficient_data,,,insufficient_data,,,insufficient_data,-0.2,0.80649594050734,no_trend,0.4,0.4624327264504764,no_trend,0.0,1.0,no_trend,0.13333333333333333,0.6547208460185769,no_trend,-0.3333333333333333,0.2104977000553374,no_trend,0.13333333333333333,0.6547208460185769,no_trend,0.2857142857142857,0.4526892104584055,no_trend,-0.5238095238095238,0.13312848419605983,no_trend,-0.19047619047619047,0.6523041372117628,no_trend
6449100,34,19,1990-2024,-0.3157894736842105,0.06370550596482127,decreasing,0.09941520467836257,0.5756369136048027,no_trend,-0.13450292397660818,0.44148821101397306,no_trend,-0.8571428571428571,0.01067401811831381,decreasing,0.42857142857142855,0.22955621387891956,no_trend,0.19047619047619047,0.6523041372117628,no_trend,-0.22727272727272727,0.33704732652008307,no_trend,-0.09090909090909091,0.7317017232242102,no_trend,0.07575757575757576,0.7838616208318059,no_trend,0.0,1.0,no_trend,0.0,1.0,no_trend,-0.16666666666666666,1.0,no_trend,-0.3333333333333333,0.36752073824214304,no_trend,0.14285714285714285,0.7638905934705396,no_trend,0.2857142857142857,0.4526892104584055,no_trend
1069500,23,11,2010-2021,0.16363636363636364,0.5334165134726945,no_trend,-0.09090909090909091,0.7554968749288828,no_trend,0.2,0.4362749288405292,no_trend,0.38095238095238093,0.2931139556733102,no_trend,0.6190476190476191,0.07150541644487451,increasing,0.0,1.0,no_trend,-0.26666666666666666,0.5730251193553904,no_trend,0.2,0.7071142312899612,no_trend,0.2,0.7071142312899612,no_trend,-0.3333333333333333,0.7340951823194757,no_trend,-0.3333333333333333,0.7340951823194757,no_trend,0.16666666666666666,1.0,no_trend,0.3333333333333333,1.0,no_trend,-0.3333333333333333,1.0,no_trend,0.0,1.0,no_trend
13161500,32,17,1990-2023,0.058823529411764705,0.7730800663123127,no_trend,-0.2647058823529412,0.14937517875498973,no_trend,0.2647058823529412,0.14937517875498973,no_trend,-0.1111111111111111,0.7544541774940892,no_trend,-0.5,0.07633274037635718,decreasing,0.1111111111111111,0.7544541774940892,no_trend,0.17777777777777778,0.5312499859948483,no_trend,-0.24444444444444444,0.37109336952269745,no_trend,0.0,1.0,no_trend,,,insufficient_data,,,insufficient_data,,,insufficient_data,-0.3333333333333333,0.36752073824214304,no_trend,-0.3333333333333333,0.36752073824214304,no_trend,-0.09523809523809523,0.8806164096519662,no_trend
7281600,37,22,1995-2024,0.05194805194805195,0.756426186832071,no_trend,-0.047619047619047616,0.777959384381542,no_trend,-0.004329004329004329,1.0,no_trend,-0.1111111111111111,0.7205147871362552,no_trend,0.24444444444444444,0.37109336952269745,no_trend,0.0,1.0,no_trend,-0.16666666666666666,0.6021675277481957,no_trend,-0.1111111111111111,0.7544541774940892,no_trend,-0.4444444444444444,0.11785089502136503,no_trend,0.06666666666666667,1.0,no_trend,-0.3333333333333333,0.4523703606773608,no_trend,-0.26666666666666666,0.5730251193553904,no_trend,0.42857142857142855,0.22955621387891956,no_trend,-0.3333333333333333,0.36752073824214304,no_trend,0.0,1.0,no_trend
1581920,28,16,2002-2024,-0.21666666666666667,0.26035056965599135,no_trend,0.15,0.4440436396628866,no_trend,0.175,0.3678806427796655,no_trend,,,insufficient_data,,,insufficient_data,,,insufficient_data,0.3333333333333333,1.0,no_trend,-1.0,0.2962698714842864,no_trend,0.0,1.0,no_trend,0.25757575757575757,0.2725711188325288,no_trend,-0.12121212121212122,0.6312218204782534,no_trend,0.13636363636363635,0.5832934499147817,no_trend,-0.19444444444444445,0.5316145768816121,no_trend,0.05555555555555555,0.9169652366288645,no_trend,0.0,1.0,no_trend
7103990,51,22,1986-2024,-0.3116883116883117,0.0452790300671746,decreasing,0.1774891774891775,0.2593548928200182,no_trend,-0.11688311688311688,0.4634692802376992,no_trend,-0.41025641025641024,0.05858757531048897,decreasing,0.15384615384615385,0.5021582515007486,no_trend,-0.20512820512820512,0.36012164775537814,no_trend,-0.044444444444444446,0.9287300745648026,no_trend,-0.06666666666666667,0.8580276569875211,no_trend,0.0,1.0,no_trend,-0.14285714285714285,0.7105230229164894,no_trend,0.21428571428571427,0.536186771900174,no_trend,0.17857142857142858,0.6206907170753546,no_trend,-0.022222222222222223,1.0,no_trend,0.15555555555555556,0.5915050369949166,no_trend,-0.1111111111111111,0.7205147871362552,no_trend
8158200,27,12,2008-2024,-0.5454545454545454,0.016393316888809073,decreasing,0.09090909090909091,0.7317017232242102,no_trend,-0.07575757575757576,0.7838616208318059,no_trend,-0.3333333333333333,0.4523703606773608,no_trend,0.3333333333333333,0.4523703606773608,no_trend,-0.4,0.34755803674116903,no_trend,-1.0,0.0274863361115103,decreasing,0.6,0.22067136191984682,no_trend,-0.6,0.22067136191984682,no_trend,-1.0,0.2962698714842864,no_trend,-0.3333333333333333,1.0,no_trend,0.0,1.0,no_trend,-0.3333333333333333,0.36752073824214304,no_trend,-0.047619047619047616,1.0,no_trend,0.0,1.0,no_trend
6205000,40,22,1998-2024,-0.341991341991342,0.02784675596413333,decreasing,-0.1341991341991342,0.3975873918299724,no_trend,0.06060606060606061,0.7139374860850354,no_trend,-0.3333333333333333,0.4523703606773608,no_trend,-0.3333333333333333,0.4523703606773608,no_trend,-0.3333333333333333,0.4523703606773608,no_trend,0.07575757575757576,0.7838616208318059,no_trend,-0.18181818181818182,0.4506702853141802,no_trend,0.13636363636363635,0.5832934499147817,no_trend,-0.48484848484848486,0.03352416523500468,decreasing,-0.21212121212121213,0.37269149047151817,no_trend,0.0,1.0,no_trend,-0.23809523809523808,0.5480055723613093,no_trend,-0.3333333333333333,0.36752073824214304,no_trend,0.19047619047619047,0.6523041372117628,no_trend
1125000,34,14,2008-2023,0.0989010989010989,0.6614159170078631,no_trend,0.25274725274725274,0.228439808988675,no_trend,-0.01098901098901099,1.0,no_trend,0.2,0.80649594050734,no_trend,0.6,0.22067136191984682,no_trend,0.0,1.0,no_trend,0.01282051282051282,1.0,no_trend,0.23076923076923078,0.2996654484343022,no_trend,0.15384615384615385,0.5021582515007486,no_trend,0.6,0.13285495573105366,no_trend,0.06666666666666667,1.0,no_trend,-0.2,0.7071142312899612,no_trend,-0.2,0.80649594050734,no_trend,0.8,0.08641073297370006,increasing,0.0,1.0,no_trend
2393419,34,10,2007-2024,0.1111111111111111,0.7205147871362552,no_trend,0.2,0.4742743507673295,no_trend,-0.4666666666666667,0.07363827012030266,decreasing,0.6666666666666666,0.3081795474670539,no_trend,0.0,1.0,no_trend,0.5,0.4969058475647681,no_trend,-0.23809523809523808,0.5480055723613093,no_trend,0.3333333333333333,0.36752073824214304,no_trend,-0.19047619047619047,0.6523041372117628,no_trend,-0.047619047619047616,1.0,no_trend,0.14285714285714285,0.7638905934705396,no_trend,0.19047619047619047,0.6523041372117628,no_trend,0.0,1.0,no_trend,0.0,1.0,no_trend,0.0,1.0,no_trend
13018350,32,18,1992-2022,-0.24183006535947713,0.17269436302931984,no_trend,-0.1895424836601307,0.28888280402716404,no_trend,0.16993464052287582,0.3436680676254529,no_trend,0.0,1.0,no_trend,-0.3333333333333333,0.7340951823194757,no_trend,0.0,1.0,no_trend,-0.2727272727272727,0.27575784782750934,no_trend,-0.34545454545454546,0.16112494928905186,no_trend,0.2545454545454545,0.3115148035577098,no_trend,0.14285714285714285,0.7638905934705396,no_trend,-0.3333333333333333,0.36752073824214304,no_trend,0.0,1.0,no_trend,-0.14285714285714285,0.7105230229164894,no_trend,-0.14285714285714285,0.7105230229164894,no_trend,0.0,1.0,no_trend
6907700,34,13,2007-2024,-0.05128205128205128,0.854777098065548,no_trend,-0.23076923076923078,0.2996654484343022,no_trend,0.24358974358974358,0.2721346393759745,no_trend,0.3333333333333333,0.4523703606773608,no_trend,-0.06666666666666667,1.0,no_trend,-0.2,0.7071142312899612,no_trend,-0.4,0.34755803674116903,no_trend,0.3333333333333333,0.4523703606773608,no_trend,0.2,0.7071142312899612,no_trend,0.3333333333333333,0.7340951823194757,no_trend,-1.0,0.08942935902899363,decreasing,0.16666666666666666,1.0,no_trend,-0.2222222222222222,0.46551216987418664,no_trend,-0.5,0.07633274037635718,decreasing,-0.05555555555555555,0.9169652366288645,no_trend
6392900,27,13,1992-2009,0.15384615384615385,0.5021582515007486,no_trend,-0.23076923076923078,0.2996654484343022,no_trend,0.5256410256410257,0.014672814540318324,increasing,,,insufficient_data,,,insufficient_data,,,insufficient_data,-0.4666666666666667,0.25965635637045015,no_trend,-0.2,0.7071142312899612,no_trend,0.5333333333333333,0.18848603806737496,no_trend,-0.027777777777777776,1.0,no_trend,-0.2777777777777778,0.34808262363292397,no_trend,0.2222222222222222,0.46551216987418664,no_trend,0.3333333333333333,0.36752073824214304,no_trend,0.047619047619047616,1.0,no_trend,-0.19047619047619047,0.6523041372117628,no_trend
6464500,28,17,1992-2022,-0.19117647058823528,0.3030965324675494,no_trend,0.014705882352941176,0.9671423309063722,no_trend,-0.14705882352941177,0.4338268403653007,no_trend,,,insufficient_data,,,insufficient_data,,,insufficient_data,-0.3090909090909091,0.21291190281150452,no_trend,-0.01818181818181818,1.0,no_trend,0.0,1.0,no_trend,-0.14285714285714285,0.7638905934705396,no_trend,0.6190476190476191,0.07150541644487451,increasing,0.19047619047619047,0.6523041372117628,no_trend,-0.2,0.80649594050734,no_trend,-0.2,0.80649594050734,no_trend,0.0,1.0,no_trend
1608000,51,26,1994-2024,-0.07384615384615385,0.6121859251228052,no_trend,0.16923076923076924,0.23395060590621997,no_trend,0.21846153846153846,0.12285296541157709,no_trend,0.13636363636363635,0.5832934499147817,no_trend,0.24242424242424243,0.303673214899419,no_trend,-0.045454545454545456,0.8909161075445842,no_trend,-0.09090909090909091,0.7317017232242102,no_trend,-0.06060606060606061,0.837011475105446,no_trend,0.13636363636363635,0.5832934499147817,no_trend,0.15555555555555556,0.5915050369949166,no_trend,-0.06666666666666667,0.8580276569875211,no_trend,-0.24444444444444444,0.37109336952269745,no_trend,-0.35714285714285715,0.2655103889538737,no_trend,0.42857142857142855,0.1735462217878534,no_trend,0.4642857142857143,0.13764584551826475,no_trend
8041749,16,14,2005-2024,0.0,1.0,no_trend,-0.14285714285714285,0.511220344688192,no_trend,-0.01098901098901099,1.0,no_trend,-0.3111111111111111,0.24492877823603054,no_trend,-0.022222222222222223,1.0,no_trend,-0.06666666666666667,0.8580276569875211,no_trend,0.16666666666666666,1.0,no_trend,-0.3333333333333333,0.7340951823194757,no_trend,0.0,1.0,no_trend,,,insufficient_data,,,insufficient_data,,,insufficient_data,,,insufficient_data,,,insufficient_data,,,insufficient_data
1581757,31,12,2000-2018,-0.030303030303030304,0.9453298708327,no_trend,0.06060606060606061,0.837011475105446,no_trend,-0.24242424242424243,0.303673214899419,no_trend,-0.6,0.22067136191984682,no_trend,0.4,0.4624327264504764,no_trend,0.0,1.0,no_trend,-0.6666666666666666,0.3081795474670539,no_trend,0.3333333333333333,0.7340951823194757,no_trend,-0.16666666666666666,1.0,no_trend,-0.42857142857142855,0.22955621387891956,no_trend,0.047619047619047616,1.0,no_trend,-0.19047619047619047,0.6523041372117628,no_trend,0.26666666666666666,0.5730251193553904,no_trend,-0.06666666666666667,1.0,no_trend,-0.2,0.7071142312899612,no_trend
2418760,39,13,2003-2023,-0.3076923076923077,0.16055589143580873,no_trend,0.3076923076923077,0.16055589143580873,no_trend,-0.15384615384615385,0.5021582515007486,no_trend,-0.8,0.03877750439230665,decreasing,0.3333333333333333,0.4523703606773608,no_trend,-0.06666666666666667,1.0,no_trend,-0.5238095238095238,0.13312848419605983,no_trend,0.047619047619047616,1.0,no_trend,-0.47619047619047616,0.17647429077406906,no_trend,0.4,0.4624327264504764,no_trend,0.2,0.80649594050734,no_trend,0.3,0.624206114766406,no_trend,-1.0,0.0274863361115103,decreasing,0.2,0.80649594050734,no_trend,-0.4,0.4624327264504764,no_trend
3247500,51,24,1991-2024,0.09420289855072464,0.5351853194474852,no_trend,-0.14492753623188406,0.33335824348826115,no_trend,-0.09057971014492754,0.551639165086049,no_trend,0.16363636363636364,0.5334165134726945,no_trend,0.09090909090909091,0.7554968749288828,no_trend,0.0,1.0,no_trend,0.12380952380952381,0.5526151250628484,no_trend,-0.23809523809523808,0.23495478370334344,no_trend,-0.0761904761904762,0.7290344895388041,no_trend,0.08333333333333333,0.8348273291852393,no_trend,0.05555555555555555,0.9169652366288645,no_trend,0.1111111111111111,0.7544541774940892,no_trend,0.0,1.0,no_trend,-0.1111111111111111,0.7544541774940892,no_trend,0.16666666666666666,0.6021675277481957,no_trend
9371010,37,19,1996-2024,0.1871345029239766,0.2781198076720537,no_trend,-0.23976608187134502,0.16168621659204074,no_trend,0.30409356725146197,0.07438075387541665,increasing,-0.6666666666666666,0.3081795474670539,no_trend,0.0,1.0,no_trend,0.0,1.0,no_trend,0.17857142857142858,0.6206907170753546,no_trend,0.07142857142857142,0.9015386266571279,no_trend,0.0,1.0,no_trend,-0.4666666666666667,0.25965635637045015,no_trend,-0.2,0.7071142312899612,no_trend,0.2,0.7071142312899612,no_trend,-0.18181818181818182,0.4506702853141802,no_trend,-0.2727272727272727,0.24372228477217428,no_trend,-0.06060606060606061,0.837011475105446,no_trend
3117000,63,27,1991-2024,-0.1111111111111111,0.4282542252410364,no_trend,0.1737891737891738,0.2110021277749219,no_trend,-0.15669515669515668,0.26027849278171566,no_trend,-0.01282051282051282,1.0,no_trend,0.2564102564102564,0.24638736002924677,no_trend,0.0641025641025641,0.8072032868244086,no_trend,-0.11666666666666667,0.5583509093759851,no_trend,0.35,0.06490335860944318,increasing,-0.10833333333333334,0.5890107045389477,no_trend,-0.26666666666666666,0.16280544974369304,no_trend,0.0,1.0,no_trend,0.0,1.0,no_trend,0.41818181818181815,0.0867681727038756,increasing,0.09090909090909091,0.7554968749288828,no_trend,-0.18181818181818182,0.48352205986804897,no_trend
7001985,24,13,1997-2018,-0.038461538461538464,0.9028849408697099,no_trend,0.23076923076923078,0.2996654484343022,no_trend,0.1794871794871795,0.4277105102974643,no_trend,-0.4,0.34755803674116903,no_trend,0.6,0.13285495573105366,no_trend,0.0,1.0,no_trend,,,insufficient_data,,,insufficient_data,,,insufficient_data,0.6,0.13285495573105366,no_trend,0.3333333333333333,0.4523703606773608,no_trend,0.3333333333333333,0.4523703606773608,no_trend,0.19047619047619047,0.6523041372117628,no_trend,-0.047619047619047616,1.0,no_trend,0.0,1.0,no_trend
