Station_ID,AGGECOREGION,ENSO_Phase,Season,RAW_DIS_NEAREST_MAJ_DAM_Binary,SFD_Count,Years_in_Phase,SFD_Frequency
10183500,WestMnts,El_Nino,Summer,Dam_Absent,6,24,0.25
10183500,WestMnts,El_Nino,Winter,Dam_Absent,5,24,0.20833333333333334
10183500,WestMnts,La_Nina,Fall,Dam_Absent,6,15,0.4
10183500,WestMnts,La_Nina,Spring,Dam_Absent,1,15,0.06666666666666667
10183500,WestMnts,La_Nina,Summer,Dam_Absent,3,15,0.2
10183500,WestMnts,La_Nina,Winter,Dam_Absent,3,15,0.2
10183500,WestMnts,Neutral,Winter,Dam_Absent,1,5,0.2
10189000,WestMnts,El_Nino,Fall,Dam_Present,9,24,0.375
10189000,WestMnts,El_Nino,Spring,Dam_Present,12,24,0.5
10189000,WestMnts,El_Nino,Summer,Dam_Present,9,24,0.375
10189000,WestMnts,El_Nino,Winter,Dam_Present,5,24,0.20833333333333334
10189000,WestMnts,La_Nina,Fall,Dam_Present,4,15,0.26666666666666666
10189000,WestMnts,La_Nina,Spring,Dam_Present,5,15,0.3333333333333333
10189000,WestMnts,La_Nina,Summer,Dam_Present,4,15,0.26666666666666666
10189000,WestMnts,La_Nina,Winter,Dam_Present,3,15,0.2
10189000,WestMnts,Neutral,Fall,Dam_Present,3,5,0.6
10189000,WestMnts,Neutral,Spring,Dam_Present,1,5,0.2
10189000,WestMnts,Neutral,Summer,Dam_Present,1,5,0.2
1019000,NorthEast,El_Nino,Fall,Dam_Present,3,24,0.125
1019000,NorthEast,El_Nino,Spring,Dam_Present,8,24,0.3333333333333333
1019000,NorthEast,El_Nino,Summer,Dam_Present,6,24,0.25
1019000,NorthEast,El_Nino,Winter,Dam_Present,3,24,0.125
1019000,NorthEast,La_Nina,Fall,Dam_Present,8,15,0.5333333333333333
1019000,NorthEast,La_Nina,Spring,Dam_Present,2,15,0.13333333333333333
1019000,NorthEast,La_Nina,Summer,Dam_Present,5,15,0.3333333333333333
1019000,NorthEast,La_Nina,Winter,Dam_Present,1,15,0.06666666666666667
1019000,NorthEast,Neutral,Fall,Dam_Present,1,5,0.2
1019000,NorthEast,Neutral,Summer,Dam_Present,2,5,0.4
10191500,WestMnts,El_Nino,Fall,Dam_Present,3,24,0.125
10191500,WestMnts,El_Nino,Spring,Dam_Present,5,24,0.20833333333333334
10191500,WestMnts,El_Nino,Summer,Dam_Present,10,24,0.4166666666666667
10191500,WestMnts,El_Nino,Winter,Dam_Present,1,24,0.041666666666666664
10191500,WestMnts,La_Nina,Fall,Dam_Present,2,15,0.13333333333333333
10191500,WestMnts,La_Nina,Spring,Dam_Present,2,15,0.13333333333333333
10191500,WestMnts,La_Nina,Summer,Dam_Present,1,15,0.06666666666666667
10191500,WestMnts,Neutral,Spring,Dam_Present,1,5,0.2
10194000,WestMnts,El_Nino,Fall,Dam_Absent,1,24,0.041666666666666664
10194000,WestMnts,El_Nino,Spring,Dam_Absent,3,24,0.125
10194000,WestMnts,El_Nino,Summer,Dam_Absent,3,24,0.125
10194000,WestMnts,El_Nino,Winter,Dam_Absent,1,24,0.041666666666666664
10194000,WestMnts,Neutral,Spring,Dam_Absent,1,5,0.2
10205000,WestMnts,El_Nino,Fall,Dam_Present,3,24,0.125
10205000,WestMnts,El_Nino,Spring,Dam_Present,5,24,0.20833333333333334
10205000,WestMnts,El_Nino,Summer,Dam_Present,3,24,0.125
10205000,WestMnts,El_Nino,Winter,Dam_Present,1,24,0.041666666666666664
10205000,WestMnts,La_Nina,Fall,Dam_Present,2,15,0.13333333333333333
10205000,WestMnts,La_Nina,Spring,Dam_Present,2,15,0.13333333333333333
10205000,WestMnts,La_Nina,Summer,Dam_Present,4,15,0.26666666666666666
10205000,WestMnts,Neutral,Fall,Dam_Present,1,5,0.2
1021200,NorthEast,El_Nino,Fall,Dam_Absent,2,24,0.08333333333333333
1021200,NorthEast,El_Nino,Spring,Dam_Absent,2,24,0.08333333333333333
1021200,NorthEast,El_Nino,Summer,Dam_Absent,4,24,0.16666666666666666
1021200,NorthEast,La_Nina,Fall,Dam_Absent,1,15,0.06666666666666667
1021200,NorthEast,La_Nina,Spring,Dam_Absent,1,15,0.06666666666666667
1021200,NorthEast,La_Nina,Summer,Dam_Absent,4,15,0.26666666666666666
1021200,NorthEast,La_Nina,Winter,Dam_Absent,1,15,0.06666666666666667
1021200,NorthEast,Neutral,Spring,Dam_Absent,3,5,0.6
1021200,NorthEast,Neutral,Summer,Dam_Absent,2,5,0.4
1021500,NorthEast,El_Nino,Spring,Dam_Absent,2,24,0.08333333333333333
1021500,NorthEast,La_Nina,Fall,Dam_Absent,1,15,0.06666666666666667
1021500,NorthEast,La_Nina,Summer,Dam_Absent,3,15,0.2
10217000,WestMnts,El_Nino,Fall,Dam_Absent,4,24,0.16666666666666666
10217000,WestMnts,El_Nino,Spring,Dam_Absent,7,24,0.2916666666666667
10217000,WestMnts,El_Nino,Summer,Dam_Absent,10,24,0.4166666666666667
10217000,WestMnts,El_Nino,Winter,Dam_Absent,11,24,0.4583333333333333
10217000,WestMnts,La_Nina,Fall,Dam_Absent,4,15,0.26666666666666666
10217000,WestMnts,La_Nina,Spring,Dam_Absent,6,15,0.4
10217000,WestMnts,La_Nina,Summer,Dam_Absent,4,15,0.26666666666666666
10217000,WestMnts,La_Nina,Winter,Dam_Absent,1,15,0.06666666666666667
10217000,WestMnts,Neutral,Fall,Dam_Absent,1,5,0.2
10217000,WestMnts,Neutral,Winter,Dam_Absent,1,5,0.2
10219000,WestMnts,El_Nino,Fall,Dam_Present,8,24,0.3333333333333333
10219000,WestMnts,El_Nino,Spring,Dam_Present,8,24,0.3333333333333333
10219000,WestMnts,El_Nino,Summer,Dam_Present,15,24,0.625
10219000,WestMnts,La_Nina,Fall,Dam_Present,6,15,0.4
10219000,WestMnts,La_Nina,Spring,Dam_Present,1,15,0.06666666666666667
10219000,WestMnts,La_Nina,Summer,Dam_Present,7,15,0.4666666666666667
10219000,WestMnts,Neutral,Fall,Dam_Present,1,5,0.2
10219000,WestMnts,Neutral,Summer,Dam_Present,2,5,0.4
10224000,WestMnts,El_Nino,Fall,Dam_Absent,7,24,0.2916666666666667
10224000,WestMnts,El_Nino,Spring,Dam_Absent,9,24,0.375
10224000,WestMnts,El_Nino,Summer,Dam_Absent,12,24,0.5
10224000,WestMnts,El_Nino,Winter,Dam_Absent,6,24,0.25
10224000,WestMnts,La_Nina,Fall,Dam_Absent,6,15,0.4
10224000,WestMnts,La_Nina,Spring,Dam_Absent,4,15,0.26666666666666666
10224000,WestMnts,La_Nina,Summer,Dam_Absent,6,15,0.4
10224000,WestMnts,La_Nina,Winter,Dam_Absent,3,15,0.2
10224000,WestMnts,Neutral,Fall,Dam_Absent,1,5,0.2
10224000,WestMnts,Neutral,Summer,Dam_Absent,1,5,0.2
10234500,WestMnts,El_Nino,Fall,Dam_Present,5,24,0.20833333333333334
10234500,WestMnts,El_Nino,Spring,Dam_Present,8,24,0.3333333333333333
10234500,WestMnts,El_Nino,Winter,Dam_Present,7,24,0.2916666666666667
10234500,WestMnts,La_Nina,Fall,Dam_Present,6,15,0.4
10234500,WestMnts,La_Nina,Spring,Dam_Present,6,15,0.4
10234500,WestMnts,La_Nina,Summer,Dam_Present,2,15,0.13333333333333333
10234500,WestMnts,La_Nina,Winter,Dam_Present,1,15,0.06666666666666667
10234500,WestMnts,Neutral,Fall,Dam_Present,1,5,0.2
10234500,WestMnts,Neutral,Spring,Dam_Present,1,5,0.2
10234500,WestMnts,Neutral,Summer,Dam_Present,2,5,0.4
10237000,WestMnts,El_Nino,Fall,Dam_Absent,1,24,0.041666666666666664
10237000,WestMnts,El_Nino,Spring,Dam_Absent,5,24,0.20833333333333334
10237000,WestMnts,El_Nino,Summer,Dam_Absent,3,24,0.125
10237000,WestMnts,El_Nino,Winter,Dam_Absent,2,24,0.08333333333333333
10237000,WestMnts,La_Nina,Fall,Dam_Absent,2,15,0.13333333333333333
10237000,WestMnts,La_Nina,Spring,Dam_Absent,1,15,0.06666666666666667
10237000,WestMnts,La_Nina,Summer,Dam_Absent,1,15,0.06666666666666667
10239000,WestXeric,El_Nino,Fall,Dam_Present,2,24,0.08333333333333333
10239000,WestXeric,El_Nino,Spring,Dam_Present,4,24,0.16666666666666666
10239000,WestXeric,El_Nino,Summer,Dam_Present,1,24,0.041666666666666664
10239000,WestXeric,El_Nino,Winter,Dam_Present,1,24,0.041666666666666664
10239000,WestXeric,La_Nina,Fall,Dam_Present,2,15,0.13333333333333333
10239000,WestXeric,La_Nina,Summer,Dam_Present,1,15,0.06666666666666667
10251300,WestXeric,El_Nino,Fall,Dam_Absent,1,24,0.041666666666666664
10251300,WestXeric,El_Nino,Spring,Dam_Absent,5,24,0.20833333333333334
10251300,WestXeric,El_Nino,Summer,Dam_Absent,8,24,0.3333333333333333
10251300,WestXeric,El_Nino,Winter,Dam_Absent,2,24,0.08333333333333333
10251300,WestXeric,La_Nina,Fall,Dam_Absent,5,15,0.3333333333333333
10251300,WestXeric,La_Nina,Spring,Dam_Absent,3,15,0.2
10251300,WestXeric,La_Nina,Summer,Dam_Absent,1,15,0.06666666666666667
10251300,WestXeric,La_Nina,Winter,Dam_Absent,4,15,0.26666666666666666
10251300,WestXeric,Neutral,Fall,Dam_Absent,1,5,0.2
10251300,WestXeric,Neutral,Spring,Dam_Absent,1,5,0.2
10251300,WestXeric,Neutral,Winter,Dam_Absent,2,5,0.4
10260500,WestXeric,El_Nino,Fall,Dam_Present,6,24,0.25
10260500,WestXeric,El_Nino,Spring,Dam_Present,3,24,0.125
10260500,WestXeric,El_Nino,Summer,Dam_Present,2,24,0.08333333333333333
10260500,WestXeric,El_Nino,Winter,Dam_Present,5,24,0.20833333333333334
10260500,WestXeric,La_Nina,Fall,Dam_Present,6,15,0.4
10260500,WestXeric,La_Nina,Spring,Dam_Present,2,15,0.13333333333333333
10260500,WestXeric,La_Nina,Summer,Dam_Present,3,15,0.2
10260500,WestXeric,La_Nina,Winter,Dam_Present,4,15,0.26666666666666666
10293000,WestXeric,El_Nino,Fall,Dam_Present,6,24,0.25
10293000,WestXeric,El_Nino,Spring,Dam_Present,9,24,0.375
10293000,WestXeric,El_Nino,Summer,Dam_Present,2,24,0.08333333333333333
10293000,WestXeric,El_Nino,Winter,Dam_Present,7,24,0.2916666666666667
10293000,WestXeric,La_Nina,Fall,Dam_Present,3,15,0.2
10293000,WestXeric,La_Nina,Spring,Dam_Present,3,15,0.2
10293000,WestXeric,La_Nina,Summer,Dam_Present,1,15,0.06666666666666667
10293000,WestXeric,La_Nina,Winter,Dam_Present,6,15,0.4
10293000,WestXeric,Neutral,Spring,Dam_Present,2,5,0.4
10293500,WestXeric,El_Nino,Spring,Dam_Absent,1,24,0.041666666666666664
10293500,WestXeric,El_Nino,Summer,Dam_Absent,1,24,0.041666666666666664
10293500,WestXeric,El_Nino,Winter,Dam_Absent,5,24,0.20833333333333334
10293500,WestXeric,La_Nina,Fall,Dam_Absent,1,15,0.06666666666666667
10293500,WestXeric,La_Nina,Spring,Dam_Absent,3,15,0.2
10293500,WestXeric,La_Nina,Summer,Dam_Absent,1,15,0.06666666666666667
10293500,WestXeric,La_Nina,Winter,Dam_Absent,3,15,0.2
10293500,WestXeric,Neutral,Spring,Dam_Absent,1,5,0.2
10293500,WestXeric,Neutral,Winter,Dam_Absent,2,5,0.4
1029500,NorthEast,El_Nino,Fall,Dam_Absent,5,24,0.20833333333333334
1029500,NorthEast,El_Nino,Spring,Dam_Absent,6,24,0.25
1029500,NorthEast,El_Nino,Summer,Dam_Absent,5,24,0.20833333333333334
1029500,NorthEast,El_Nino,Winter,Dam_Absent,3,24,0.125
1029500,NorthEast,La_Nina,Fall,Dam_Absent,7,15,0.4666666666666667
1029500,NorthEast,La_Nina,Spring,Dam_Absent,5,15,0.3333333333333333
1029500,NorthEast,La_Nina,Summer,Dam_Absent,7,15,0.4666666666666667
1029500,NorthEast,La_Nina,Winter,Dam_Absent,3,15,0.2
1029500,NorthEast,Neutral,Spring,Dam_Absent,1,5,0.2
1030500,NorthEast,El_Nino,Fall,Dam_Absent,7,24,0.2916666666666667
1030500,NorthEast,El_Nino,Spring,Dam_Absent,8,24,0.3333333333333333
1030500,NorthEast,El_Nino,Summer,Dam_Absent,9,24,0.375
1030500,NorthEast,El_Nino,Winter,Dam_Absent,3,24,0.125
1030500,NorthEast,La_Nina,Fall,Dam_Absent,4,15,0.26666666666666666
1030500,NorthEast,La_Nina,Spring,Dam_Absent,6,15,0.4
1030500,NorthEast,La_Nina,Summer,Dam_Absent,6,15,0.4
1030500,NorthEast,La_Nina,Winter,Dam_Absent,3,15,0.2
1030500,NorthEast,Neutral,Fall,Dam_Absent,1,5,0.2
1030500,NorthEast,Neutral,Spring,Dam_Absent,2,5,0.4
1030500,NorthEast,Neutral,Summer,Dam_Absent,2,5,0.4
10321000,WestXeric,El_Nino,Fall,Dam_Absent,5,24,0.20833333333333334
10321000,WestXeric,El_Nino,Spring,Dam_Absent,1,24,0.041666666666666664
10321000,WestXeric,El_Nino,Summer,Dam_Absent,2,24,0.08333333333333333
10321000,WestXeric,El_Nino,Winter,Dam_Absent,4,24,0.16666666666666666
10321000,WestXeric,La_Nina,Fall,Dam_Absent,2,15,0.13333333333333333
10321000,WestXeric,La_Nina,Spring,Dam_Absent,1,15,0.06666666666666667
10321000,WestXeric,La_Nina,Summer,Dam_Absent,1,15,0.06666666666666667
10321000,WestXeric,Neutral,Fall,Dam_Absent,3,5,0.6
10321000,WestXeric,Neutral,Summer,Dam_Absent,1,5,0.2
10322000,WestXeric,El_Nino,Fall,Dam_Present,3,24,0.125
10322000,WestXeric,El_Nino,Spring,Dam_Present,1,24,0.041666666666666664
10322000,WestXeric,El_Nino,Summer,Dam_Present,4,24,0.16666666666666666
10322000,WestXeric,El_Nino,Winter,Dam_Present,2,24,0.08333333333333333
10322000,WestXeric,La_Nina,Fall,Dam_Present,3,15,0.2
10322000,WestXeric,La_Nina,Spring,Dam_Present,1,15,0.06666666666666667
10322000,WestXeric,La_Nina,Summer,Dam_Present,5,15,0.3333333333333333
10322000,WestXeric,La_Nina,Winter,Dam_Present,2,15,0.13333333333333333
10322000,WestXeric,Neutral,Spring,Dam_Present,1,5,0.2
10322000,WestXeric,Neutral,Summer,Dam_Present,1,5,0.2
10327500,WestXeric,El_Nino,Spring,Dam_Absent,2,24,0.08333333333333333
10327500,WestXeric,El_Nino,Winter,Dam_Absent,5,24,0.20833333333333334
10327500,WestXeric,La_Nina,Summer,Dam_Absent,2,15,0.13333333333333333
10327500,WestXeric,La_Nina,Winter,Dam_Absent,2,15,0.13333333333333333
10329000,WestXeric,El_Nino,Fall,Dam_Absent,1,24,0.041666666666666664
10329000,WestXeric,El_Nino,Spring,Dam_Absent,11,24,0.4583333333333333
10329000,WestXeric,El_Nino,Summer,Dam_Absent,5,24,0.20833333333333334
10329000,WestXeric,El_Nino,Winter,Dam_Absent,3,24,0.125
10329000,WestXeric,La_Nina,Fall,Dam_Absent,3,15,0.2
10329000,WestXeric,La_Nina,Spring,Dam_Absent,2,15,0.13333333333333333
10329000,WestXeric,La_Nina,Summer,Dam_Absent,3,15,0.2
10329000,WestXeric,La_Nina,Winter,Dam_Absent,3,15,0.2
10329000,WestXeric,Neutral,Spring,Dam_Absent,3,5,0.6
10329000,WestXeric,Neutral,Summer,Dam_Absent,1,5,0.2
10350400,WestMnts,El_Nino,Fall,Dam_Absent,3,24,0.125
10350400,WestMnts,El_Nino,Spring,Dam_Absent,2,24,0.08333333333333333
10350400,WestMnts,El_Nino,Summer,Dam_Absent,1,24,0.041666666666666664
10350400,WestMnts,El_Nino,Winter,Dam_Absent,2,24,0.08333333333333333
10350400,WestMnts,La_Nina,Fall,Dam_Absent,1,15,0.06666666666666667
10350400,WestMnts,Neutral,Spring,Dam_Absent,1,5,0.2
1042500,NorthEast,El_Nino,Fall,Dam_Present,7,24,0.2916666666666667
1042500,NorthEast,El_Nino,Spring,Dam_Present,11,24,0.4583333333333333
1042500,NorthEast,El_Nino,Summer,Dam_Present,6,24,0.25
1042500,NorthEast,El_Nino,Winter,Dam_Present,3,24,0.125
1042500,NorthEast,La_Nina,Fall,Dam_Present,6,15,0.4
1042500,NorthEast,La_Nina,Spring,Dam_Present,3,15,0.2
1042500,NorthEast,La_Nina,Summer,Dam_Present,7,15,0.4666666666666667
1042500,NorthEast,La_Nina,Winter,Dam_Present,3,15,0.2
1042500,NorthEast,Neutral,Spring,Dam_Present,3,5,0.6
1043500,NorthEast,El_Nino,Fall,Dam_Present,2,24,0.08333333333333333
1043500,NorthEast,El_Nino,Spring,Dam_Present,2,24,0.08333333333333333
1043500,NorthEast,El_Nino,Summer,Dam_Present,3,24,0.125
1043500,NorthEast,La_Nina,Fall,Dam_Present,1,15,0.06666666666666667
1043500,NorthEast,La_Nina,Spring,Dam_Present,2,15,0.13333333333333333
1043500,NorthEast,La_Nina,Summer,Dam_Present,2,15,0.13333333333333333
1043500,NorthEast,La_Nina,Winter,Dam_Present,2,15,0.13333333333333333
1044550,NorthEast,El_Nino,Fall,Dam_Present,3,24,0.125
1044550,NorthEast,El_Nino,Spring,Dam_Present,6,24,0.25
1044550,NorthEast,El_Nino,Summer,Dam_Present,5,24,0.20833333333333334
1044550,NorthEast,La_Nina,Fall,Dam_Present,6,15,0.4
1044550,NorthEast,La_Nina,Spring,Dam_Present,3,15,0.2
1044550,NorthEast,La_Nina,Summer,Dam_Present,6,15,0.4
1044550,NorthEast,La_Nina,Winter,Dam_Present,2,15,0.13333333333333333
1044550,NorthEast,Neutral,Fall,Dam_Present,1,5,0.2
1044550,NorthEast,Neutral,Spring,Dam_Present,1,5,0.2
1044550,NorthEast,Neutral,Summer,Dam_Present,1,5,0.2
1046500,NorthEast,El_Nino,Fall,Dam_Present,9,24,0.375
1046500,NorthEast,El_Nino,Spring,Dam_Present,10,24,0.4166666666666667
1046500,NorthEast,El_Nino,Summer,Dam_Present,10,24,0.4166666666666667
1046500,NorthEast,El_Nino,Winter,Dam_Present,5,24,0.20833333333333334
1046500,NorthEast,La_Nina,Fall,Dam_Present,5,15,0.3333333333333333
1046500,NorthEast,La_Nina,Spring,Dam_Present,4,15,0.26666666666666666
1046500,NorthEast,La_Nina,Summer,Dam_Present,5,15,0.3333333333333333
1046500,NorthEast,La_Nina,Winter,Dam_Present,3,15,0.2
1046500,NorthEast,Neutral,Spring,Dam_Present,2,5,0.4
1046500,NorthEast,Neutral,Winter,Dam_Present,3,5,0.6
1047150,NorthEast,El_Nino,Spring,Dam_Present,3,24,0.125
1047150,NorthEast,El_Nino,Summer,Dam_Present,2,24,0.08333333333333333
1047150,NorthEast,El_Nino,Winter,Dam_Present,2,24,0.08333333333333333
1047150,NorthEast,La_Nina,Fall,Dam_Present,4,15,0.26666666666666666
1047150,NorthEast,La_Nina,Spring,Dam_Present,2,15,0.13333333333333333
1047150,NorthEast,La_Nina,Summer,Dam_Present,3,15,0.2
1047150,NorthEast,La_Nina,Winter,Dam_Present,2,15,0.13333333333333333
1047150,NorthEast,Neutral,Fall,Dam_Present,1,5,0.2
1047150,NorthEast,Neutral,Spring,Dam_Present,1,5,0.2
1047150,NorthEast,Neutral,Winter,Dam_Present,1,5,0.2
1059000,NorthEast,El_Nino,Fall,Dam_Present,7,24,0.2916666666666667
1059000,NorthEast,El_Nino,Spring,Dam_Present,8,24,0.3333333333333333
1059000,NorthEast,El_Nino,Summer,Dam_Present,7,24,0.2916666666666667
1059000,NorthEast,El_Nino,Winter,Dam_Present,7,24,0.2916666666666667
1059000,NorthEast,La_Nina,Fall,Dam_Present,7,15,0.4666666666666667
1059000,NorthEast,La_Nina,Spring,Dam_Present,5,15,0.3333333333333333
1059000,NorthEast,La_Nina,Summer,Dam_Present,7,15,0.4666666666666667
1059000,NorthEast,La_Nina,Winter,Dam_Present,3,15,0.2
1059000,NorthEast,Neutral,Spring,Dam_Present,1,5,0.2
1059000,NorthEast,Neutral,Summer,Dam_Present,1,5,0.2
1059000,NorthEast,Neutral,Winter,Dam_Present,2,5,0.4
1065500,NorthEast,El_Nino,Spring,Dam_Absent,1,24,0.041666666666666664
1065500,NorthEast,La_Nina,Spring,Dam_Absent,1,15,0.06666666666666667
1065500,NorthEast,Neutral,Fall,Dam_Absent,1,5,0.2
1065500,NorthEast,Neutral,Summer,Dam_Absent,1,5,0.2
1068910,NorthEast,El_Nino,Fall,Dam_Present,2,24,0.08333333333333333
1068910,NorthEast,El_Nino,Spring,Dam_Present,3,24,0.125
1068910,NorthEast,El_Nino,Summer,Dam_Present,2,24,0.08333333333333333
1068910,NorthEast,El_Nino,Winter,Dam_Present,3,24,0.125
1068910,NorthEast,La_Nina,Fall,Dam_Present,4,15,0.26666666666666666
1068910,NorthEast,La_Nina,Spring,Dam_Present,3,15,0.2
1068910,NorthEast,La_Nina,Summer,Dam_Present,6,15,0.4
1068910,NorthEast,La_Nina,Winter,Dam_Present,3,15,0.2
1068910,NorthEast,Neutral,Fall,Dam_Present,1,5,0.2
1068910,NorthEast,Neutral,Spring,Dam_Present,1,5,0.2
1068910,NorthEast,Neutral,Winter,Dam_Present,3,5,0.6
1069500,NorthEast,El_Nino,Spring,Dam_Present,4,24,0.16666666666666666
1069500,NorthEast,El_Nino,Summer,Dam_Present,2,24,0.08333333333333333
1069500,NorthEast,El_Nino,Winter,Dam_Present,5,24,0.20833333333333334
1069500,NorthEast,La_Nina,Fall,Dam_Present,2,15,0.13333333333333333
1069500,NorthEast,La_Nina,Spring,Dam_Present,1,15,0.06666666666666667
1069500,NorthEast,La_Nina,Summer,Dam_Present,3,15,0.2
1069500,NorthEast,La_Nina,Winter,Dam_Present,2,15,0.13333333333333333
1069500,NorthEast,Neutral,Fall,Dam_Present,1,5,0.2
1069500,NorthEast,Neutral,Spring,Dam_Present,2,5,0.4
1069500,NorthEast,Neutral,Winter,Dam_Present,1,5,0.2
